Job Title,Company,Experience Required,Location,Rating,Salary
Data Analyst,Servicemax,3-5 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4.4,Not disclosed
Data Analyst,Accenture,3-5 Yrs,Bengaluru,3.9,Not disclosed
Data Analyst,Kalypso It Solutions,2-4 Yrs,"Noida, New Delhi, Pune, Bengaluru",3.7,Not disclosed
Data Analyst,Sadup Soft,3-6 Yrs,Bengaluru,4.5,Not disclosed
Data Analyst,Protiviti India,3-7 Yrs,"Bangalore Rural, Pune, Bengaluru",3.2,Not disclosed
Data Analyst,Protiviti India,3-5 Yrs,Bengaluru,3.2,Not disclosed
Data Analyst,Sutara Learning Foundation,4-5 Yrs,Bengaluru(Bannerghatta Road),4.2,Not disclosed
Data Analyst,Gemini Solutions,3-5 Yrs,"Mumbai, Gurugram, Bengaluru",3.2,Not disclosed
Data Analyst,,2-4 Yrs,Bengaluru,,2-6 Lacs PA
Data Analyst,,1-3 Yrs,Bengaluru,,0-8 Lacs PA
Data Analyst,Renaissance Academy Of Wisdom,1-3 Yrs,"Chennai, Bengaluru, Mumbai (All Areas)",4.5,5.5-10 Lacs PA
Data Analyst,,0-1 Yrs,"Hybrid - Hyderabad, Chennai, Bengaluru",,2.25-3 Lacs PA
Data Analyst,Encora,0-5 Yrs,Bengaluru,3.8,Not disclosed
Data Analyst,Greaves Electric Mobility,3-8 Yrs,Bengaluru,3.4,3-6.5 Lacs PA
Data Analyst,,8-13 Yrs,"Bangalore Rural, Bengaluru",,8-18 Lacs PA
Data Analyst,Wipro,3-5 Yrs,Bengaluru,3.7,Not disclosed
Data Analyst,Fleek,1-2 Yrs,Bengaluru,3.7,Not disclosed
Data Analyst,Zynga,2-5 Yrs,Hybrid - Bengaluru,4.3,Not disclosed
Data Analyst,Motivity Labs,5-10 Yrs,Hybrid - Bengaluru,3.2,17-27.5 Lacs PA
Data Analyst,Abbyy,2-4 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3.0,Not disclosed
Data Analyst,Teja Technical Services,8-10 Yrs,Bengaluru,2.7,Not disclosed
Data Analyst,Hilabs,3-5 Yrs,Bengaluru,4.2,Not disclosed
Data Analyst,Xllent Corporate Services Pvt. Ltd,5-7 Yrs,Bengaluru,3.1,Not disclosed
Data Analyst,,4-8 Yrs,Bengaluru,,5-8 Lacs PA
Data Analyst,Infosys,5-10 Yrs,Bengaluru,3.6,Not disclosed
Data Analyst,Clairvoyant India,4-9 Yrs,"Hybrid - Pune, Bengaluru",4.1,5-15 Lacs PA
Data Analyst,,8-13 Yrs,"Hyderabad, Chennai, Bengaluru",,Not disclosed
Data Analyst,,4-8 Yrs,"Pune, Chennai, Bengaluru",,Not disclosed
Data Analyst,JPMorgan Chase Bank,0-5 Yrs,Bengaluru,4.0,Not disclosed
Data Analyst,Telus Digital AI,0-5 Yrs,Remote,3.8,
Data Analyst,Foundation Ai,0-5 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3.6,Not disclosed
Data Analyst,Digital Glyde,0-3 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3.7,Not disclosed
Data Analyst,,4-7 Yrs,Remote,,18-20 Lacs PA
Data Analyst,Bombay Play,0-3 Yrs,Bengaluru,4.6,Not disclosed
Data Analyst,ANZ,2-7 Yrs,Bengaluru,4.1,Not disclosed
Data Analyst,Augie,0-3 Yrs,Bengaluru,2.4,Not disclosed
Data Analyst,Diverse Lynx,1-5 Yrs,Bengaluru,3.8,Not disclosed
Data Analyst,Cindrebay School Of Fashion & Interior Design,1-4 Yrs,"Hyderabad, Coimbatore, Thodupuzha, Thiruvananthapuram, Kochi, Kolkata, Kannur, Indore, Nagpur, Pune, Lucknow, Kozhikode, Bengaluru",3.6,Not disclosed
Data Analyst,,9-12 Yrs,"Bengaluru, Delhi / NCR",,10-20 Lacs PA
Data Analyst,Medinno Technologies,1-3 Yrs,Bengaluru,2.5,Not disclosed
Data Analyst,,3-6 Yrs,Bengaluru,,6-8 Lacs PA
Data Analyst,,4-9 Yrs,Remote,,10-20 Lacs PA
data analyst,,2-4 Yrs,"Pune, Chennai, Jaipur, Bengaluru",,Not disclosed
Data Analyst,,3-7 Yrs,Bengaluru,,Not disclosed
Data Analyst,Infobahn Softworld,4-6 Yrs,Bengaluru,3.5,Not disclosed
Data Analyst,Infobahn Softworld,6-8 Yrs,Bengaluru,3.5,Not disclosed
Data Analyst,Sustainext,3-7 Yrs,Bengaluru(Hebbal),3.8,Not disclosed
Data Analyst,,5-9 Yrs,Bengaluru,,Not disclosed
Data Analyst,Wipro,1-5 Yrs,Bengaluru,3.7,Not disclosed
Data Analyst,JPMorgan Chase Bank,2-5 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4.0,Not disclosed
Data Analyst,JPMorgan Chase Bank,2-5 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4.0,Not disclosed
Data Analyst,Tech Mahindra,4-8 Yrs,Hybrid - Bengaluru,3.5,5-15 Lacs PA
Data Analyst,JPMorgan Chase Bank,5-7 Yrs,Bengaluru,4.0,Not disclosed
Data Analyst,Accolite Software India Pvt Ltd,3-8 Yrs,Bengaluru,3.5,Not disclosed
Data Analyst,Zeta Inc.,2-5 Yrs,Bengaluru,3.3,Not disclosed
Data Analyst,Siemens,6-8 Yrs,Bengaluru,4.1,Not disclosed
Data Analyst,Siemens,10-14 Yrs,Bengaluru,4.1,Not disclosed
Data Analyst,Exxon Mobil Corporation,3-8 Yrs,Bengaluru,3.8,Not disclosed
Data Analyst,Accolite Software India Pvt Ltd,5-7 Yrs,Bengaluru,3.5,Not disclosed
Data Analyst,HARMAN,9-12 Yrs,Bengaluru,3.8,Not disclosed
Data Analyst,Capco,3-6 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3.7,Not disclosed
Data Analyst,Teleperformance (TP),5-10 Yrs,Bengaluru,3.9,Not disclosed
Data Analyst,NobleServe,4-9 Yrs,"Coimbatore, Bengaluru",3.7,Not disclosed
Data Analyst,,4-9 Yrs,"Hyderabad, Pune, Ahmedabad, Bengaluru, Delhi / NCR, Mumbai (All Areas)",,Not disclosed
Data Analyst,,4-9 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",,Not disclosed
Data Analyst,Photon,4-9 Yrs,"Chennai, Bengaluru",4.0,Not disclosed
Data Analyst,Accenture,6-10 Yrs,Bengaluru,3.9,Not disclosed
Data Analyst,,5-10 Yrs,"Hybrid - Chennai, Bengaluru",,Not disclosed
Data Analyst,Bitla Software,1-3 Yrs,Bengaluru,4.0,7-8 Lacs PA
Data Analyst,,4-6 Yrs,Bengaluru,,22.5-25 Lacs PA
Data Analyst,Incanus Technologies,1-6 Yrs,"Hybrid - Pune, Bengaluru, Delhi / NCR",3.8,5-15 Lacs PA
Data Analyst,Bluecore Software,1-4 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4.1,Not disclosed
Data Analyst,,1-3 Yrs,Bengaluru,,Not disclosed
Data Analyst,Sparkcognition,1-3 Yrs,Bengaluru,3.3,Not disclosed
Data Analyst,Cloudcover Consultancy,1-5 Yrs,Bengaluru,3.7,Not disclosed
Data analysts,Mirafra,3-12 Yrs,Bengaluru,4.1,Not disclosed
Data Analyst,Bluecore Software,2-3 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4.1,Not disclosed
Data Analyst,Ipsos,2-4 Yrs,Bengaluru,3.3,Not disclosed
Data Analyst,Riskspan,3-5 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4.0,Not disclosed
Data Analyst,,3-6 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",,Not disclosed
Data Analyst,Code And Theory,3-8 Yrs,Bengaluru,3.3,Not disclosed
Data Analyst,Aeries Technology,3-6 Yrs,Bengaluru,3.4,Not disclosed
Data Analyst,Sun Mobility,3-4 Yrs,Bengaluru(Whitefield),3.9,Not disclosed
Data Analyst,Loyalytics,5-7 Yrs,Bengaluru,4.1,Not disclosed
DATA ANALYST,Scaleup Mission,3-4 Yrs,Bengaluru,4.4,Not disclosed
Data Analyst,NXP Semiconductors,6-8 Yrs,Bengaluru,3.7,Not disclosed
Data Analyst,Gainwell Technologies,6-11 Yrs,Remote,4.2,Not disclosed
Data Analyst,Clean Harbors,7-10 Yrs,Bengaluru(Hebbal),3.6,Not disclosed
Data Analyst,Diverse Lynx,1-5 Yrs,Bengaluru,3.8,Not disclosed
Data Analyst,Nextgrowth Labs,1-2 Yrs,Bengaluru,3.6,Not disclosed
Data Analyst,Vimaan Robotics,1-2 Yrs,Bengaluru,3.2,Not disclosed
Data Analyst,,1-4 Yrs,Bengaluru,,Not disclosed
Data Analyst,Pradeepit Consulting Services,1-3 Yrs,Bengaluru,4.7,Not disclosed
Data Analyst,Umamicasa,1-3 Yrs,Bengaluru,3.1,Not disclosed
Data Analyst,,1-4 Yrs,Bengaluru,,Not disclosed
Data Analyst,Saltmine,2-4 Yrs,Bengaluru,4.6,Not disclosed
Data Analyst,,6-11 Yrs,Bengaluru,,Not disclosed
Data Analyst,Myyogateacher,2-5 Yrs,Bengaluru,3.9,Not disclosed
Data Analyst,Aeries Technology,3-6 Yrs,Bengaluru,3.4,Not disclosed
Data Analyst,,2-6 Yrs,Bengaluru,,Not disclosed
Data Analyst,,3-4 Yrs,Bengaluru,,Not disclosed
Data Analyst,Koya Consulting Inc,3-6 Yrs,Bengaluru,1.5,Not disclosed
Data Analyst,Indium Software,4-9 Yrs,Bengaluru,4.1,Not disclosed
Data Analyst,Cityinfo Services,15-18 Yrs,Bengaluru,4.3,Not disclosed
Data Analyst,Diverse Lynx,5-7 Yrs,Bengaluru,3.8,Not disclosed
Data Analyst,Andor Tech,5-9 Yrs,Bengaluru,4.0,Not disclosed
Data Analyst,Ixie Gaming,4-9 Yrs,Bengaluru,3.6,Not disclosed
Data Analyst,Pradeepit Consulting Services,5-7 Yrs,Bengaluru,4.7,Not disclosed
Data Analyst,,1-4 Yrs,Bengaluru,,Not disclosed
Data Analyst,Jar App,1-2 Yrs,Bengaluru,3.2,Not disclosed
Data Analyst,Ringcentral,1-4 Yrs,Bengaluru,4.0,Not disclosed
Data Analyst,Mindpeers,1-3 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2.1,Not disclosed
Data Analyst,H&mv Engineering,2-4 Yrs,Bengaluru,4.0,Not disclosed
Data Analyst,Xtreme Management Solutions,1-2 Yrs,Bengaluru,2.4,Not disclosed
Data Analyst,Kazam,1-3 Yrs,Bengaluru,3.8,Not disclosed
Data Analyst,Tibil Solutions,2-3 Yrs,Bengaluru,3.4,Not disclosed
Data Analyst,,3-7 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",,Not disclosed
Data Analyst,CAMSDATA,2-8 Yrs,Bengaluru,3.5,Not disclosed
Data Analyst,Usdc Global,2-5 Yrs,Bengaluru,3.2,Not disclosed
Data Analyst,,2-7 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",,Not disclosed
Data Analyst,,3-6 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",,Not disclosed
Data Analyst,Gnani Innovations,3-5 Yrs,Bengaluru,3.3,Not disclosed
data analyst,,2-7 Yrs,Bengaluru,,Not disclosed
Data Analyst,Lobotus Technology Private Limited,3-5 Yrs,Bengaluru,3.6,Not disclosed
Data Analyst,Haleon,4-6 Yrs,Bengaluru,3.1,Not disclosed
Data Analyst,Robosoft Technologies,5-10 Yrs,"Mumbai, Udupi, Bengaluru",3.4,Not disclosed
Data Analyst,,4-9 Yrs,Bengaluru,,Not disclosed
Data Analyst,Clairvoyant India,4-9 Yrs,"Hybrid - Hyderabad, Pune, Bengaluru",4.1,Not disclosed
Data Analyst,Indium Software,1-4 Yrs,Bengaluru,4.1,Not disclosed
Data Analyst,JLL,2-5 Yrs,Bengaluru,4.1,Not disclosed
Data Analyst,Indium Software,1-5 Yrs,Bengaluru,4.1,Not disclosed
Data Analyst,Innovate Networks,1-2 Yrs,Bengaluru,5.0,Not disclosed
Data Analyst,,2-7 Yrs,Bengaluru,,Not disclosed
Data Analyst,Vgminds Techstudios,1-4 Yrs,Bengaluru,4.4,Not disclosed
Data Analyst,Indium Software,2-5 Yrs,Bengaluru,4.1,Not disclosed
Data Analyst,Indium Software,2-5 Yrs,Bengaluru,4.1,Not disclosed
Data Analyst,Indium Software,2-4 Yrs,Bengaluru,4.1,Not disclosed
Data Analyst,Ixie Gaming,1-3 Yrs,Bengaluru,3.6,Not disclosed
Data Analyst,Reuters,2-5 Yrs,Bengaluru,4.0,Not disclosed
Data Analyst,M360 Research,5-7 Yrs,Bengaluru,3.6,Not disclosed
Data Analyst,Xpheno,2-4 Yrs,Bengaluru,3.6,Not disclosed
Data Analyst,Rehoboth Academic Services,2-7 Yrs,Bengaluru,2.1,Not disclosed
Data Analyst,Q-DAT IT SOLUTIONS PVT. LTD.,2-5 Yrs,Bengaluru,4.2,Not disclosed
Data Analyst,,2-6 Yrs,Bengaluru,,Not disclosed
Data Analyst,Indium Software,3-5 Yrs,Bengaluru,4.1,Not disclosed
DATA ANALYST,Diverse Lynx,4-9 Yrs,Bengaluru,3.8,Not disclosed
Data Analyst,Drishtee Development And Communication,4-9 Yrs,"Varanasi, Bengaluru",3.6,Not disclosed
Data Analyst,Unitforce Technologies Consulting,6-11 Yrs,Bengaluru,3.3,Not disclosed
Data Analyst,London Stock Exchange Group (LSEG),0-4 Yrs,Bengaluru,4.0,Not disclosed
Data Analyst,Colliers,2-6 Yrs,Bengaluru(Domlur),4.0,3-6 Lacs PA
Data Analyst,,0-5 Yrs,Remote,,2-3 Lacs PA
Data Analyst,,1-4 Yrs,Bengaluru,,Not disclosed
Data Analyst,,8-13 Yrs,"Bengaluru, Delhi / NCR, Mumbai (All Areas)",,14-24 Lacs PA
Data Analyst,Bsharp,1-3 Yrs,Bengaluru,4.1,Not disclosed
Data Analyst,,3-8 Yrs,Bengaluru,,Not disclosed
Data Analyst,Prometheus Consulting,2-3 Yrs,Bengaluru,1.7,Not disclosed
Data Analyst,Sumeru Digital Solutions,2-6 Yrs,Bengaluru,3.9,Not disclosed
Data Analyst,,6-9 Yrs,"Hybrid - Bangalore Rural, Bengaluru",,15-22.5 Lacs PA
Data Analyst,,2-5 Yrs,Bengaluru,,Not disclosed
Data Analyst,,3-8 Yrs,"New Delhi, Bengaluru",,Not disclosed
Data Analyst,,5-8 Yrs,Bengaluru,,Not disclosed
Data Analyst,,5-7 Yrs,Bengaluru,,Not disclosed
Data Analyst,,5-10 Yrs,"Hyderabad, Chennai, Bengaluru",,Not disclosed
Data Analyst,,3-7 Yrs,Bengaluru,,Not disclosed
Data Analyst,Itday,5-7 Yrs,Bengaluru,4.7,Not disclosed
Data Analyst,,6-9 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",,Not disclosed
Data Analyst,Element Infomatics,5-10 Yrs,Hybrid - Bengaluru,3.3,Not disclosed
Data Analyst,,3-7 Yrs,Bengaluru,,Not disclosed
Data Analyst,Deutsche Bank,2-7 Yrs,Bengaluru,3.9,Not disclosed
Data Analyst,Deutsche Bank,0-5 Yrs,Bengaluru,3.9,Not disclosed
Data Analyst,,2-5 Yrs,Bengaluru,,10-15 Lacs PA
Data Analyst,Capco,0-1 Yrs,Bengaluru,3.7,Not disclosed
Data Analyst,,0-2 Yrs,"Bangalore Rural, Hosur, Tumkur, Devanahalli, Krishnagiri, Nelamangala, Hosakote, Bengaluru, Ramanagara",,2.5-3.5 Lacs PA
Data Analyst,Deutsche Bank,3-8 Yrs,Hybrid - Bengaluru,3.9,Not disclosed
Data Analyst,,1-2 Yrs,Bengaluru,,3.5-4.5 Lacs PA
Data Analyst,Infineon,1-3 Yrs,Bengaluru,3.9,Not disclosed
Data Analyst,,4-5 Yrs,Hybrid - Bengaluru,,15-20 Lacs PA
Data Analyst,,2-5 Yrs,Bengaluru,,Not disclosed
Data Analyst,Highpoints Technologies India,2-3 Yrs,Bengaluru,4.9,Not disclosed
Data Analyst,Highpoints Technologies India,2-5 Yrs,Bengaluru,4.9,Not disclosed
Data Analyst,CME Group,7-12 Yrs,Hybrid - Bengaluru,4.4,Not disclosed
Data Analyst,,5-10 Yrs,Remote,,Not disclosed
Data Analyst,NetApp,5-8 Yrs,Bengaluru,3.9,Not disclosed
Data Analyst,,2-5 Yrs,Bengaluru,,Not disclosed
Data Analyst,Nthinsight,3-8 Yrs,Bengaluru,4.0,Not disclosed
Data Analyst,,9-12 Yrs,Bengaluru,,Not disclosed
Data Analyst,Newt Global,3-8 Yrs,Bengaluru,4.0,Not disclosed
Data Analyst,,7-12 Yrs,"Hyderabad, Bengaluru, Mumbai (All Areas)",,Not disclosed
"SENIOR, DATA ANALYST",Walmart,2-10 Yrs,Bengaluru,3.8,Not disclosed
Data Analyst,Clarivate,1-4 Yrs,Bengaluru,3.8,Not disclosed
Data Analyst,,0-1 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",,Not disclosed
Data Analyst,,,Bengaluru,,Unpaid
Data Analyst,Infineon,1-3 Yrs,Bengaluru,3.9,Not disclosed
Data Analyst,Fedex Express Transportation And Supply Chain Serv Ices (i),4-7 Yrs,"Hybrid - Bengaluru, Delhi / NCR",4.0,Not disclosed
Data Analyst,,3-5 Yrs,Bengaluru,,Not disclosed
Data Analyst,,4-9 Yrs,"Pune, Bengaluru, Delhi / NCR",,7-14 Lacs PA
Data Analyst,Accolite Software India Pvt Ltd,3-8 Yrs,Bengaluru,3.5,Not disclosed
Data Analyst,,2-4 Yrs,Bengaluru,,Not disclosed
Data Analyst,,2-4 Yrs,Bengaluru,,Not disclosed
Data Analyst,,6-11 Yrs,Bengaluru,,Not disclosed
Data Analyst,Capco,4-8 Yrs,Bengaluru,3.7,Not disclosed
Data Analyst,Capco,4-8 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3.7,Not disclosed
Data Analyst,Capco,8-12 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3.7,Not disclosed
Data Analyst,,8-9 Yrs,"Chennai, Bengaluru",,Not disclosed
Data Analyst,NetApp,8-12 Yrs,Bengaluru,3.9,Not disclosed
Data Analyst,,5-10 Yrs,"Mumbai Suburban, Bengaluru",,Not disclosed
Data Analyst,Analytics Saves At Work India,5-8 Yrs,Bengaluru,4.0,Not disclosed
Data Analyst,,10-16 Yrs,"Hybrid - Hyderabad, Chennai, Bengaluru",,Not disclosed
Data Analyst,Peroptyx,0-5 Yrs,Remote,3.0,
Data Analyst,Flipkart,1-2 Yrs,Bengaluru(Bellandur),4.0,3.25-5.5 Lacs PA
Data Analyst,,0-1 Yrs,Bengaluru,,Not disclosed
Data Analyst,Moodys Investors Service,0-5 Yrs,Bengaluru,4.1,Not disclosed
Data Analyst,,,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",,Unpaid
Data Analyst,Robas Research,0-2 Yrs,Bengaluru,2.5,Not disclosed
Data Analyst,Infosys,2-6 Yrs,Bengaluru,3.6,Not disclosed
Data Analyst,,0-1 Yrs,Bengaluru,,Not disclosed
Data Analysis Intern (Marketing),Acowale Technologies,,Bengaluru,3.5,Unpaid
Data Analyst,Saveo,,Bengaluru,3.1,Unpaid
Data Analyst,Clarivate,2-5 Yrs,Bengaluru,3.8,Not disclosed
Data Analyst,Clarivate,2-10 Yrs,Bengaluru,3.8,Not disclosed
Data Analyst,Capco,4-8 Yrs,Bengaluru,3.7,Not disclosed
Data Analyst,Capco,4-8 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3.7,Not disclosed
Data Analyst,Capco,4-8 Yrs,Bengaluru,3.7,Not disclosed
Data Analyst,Tokopedia,3-8 Yrs,Bengaluru,4.0,Not disclosed
Data Analyst,Capco,7-8 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3.7,Not disclosed
Data Analyst,Visa,5-10 Yrs,Bengaluru,3.5,Not disclosed
Data Analyst,Gojek,4-10 Yrs,Bengaluru,3.7,Not disclosed
Data Engineer,,8-13 Yrs,Bengaluru,,Not disclosed
Data Analyst,K12 Techno Services,,Bengaluru,2.9,"20,000/month"
Data Analyst,Deutsche Bank,2-4 Yrs,Bengaluru,3.9,Not disclosed
Data Analyst,Infosys,2-6 Yrs,Bengaluru,3.6,Not disclosed
Sr. Associate- Data Analysis and Operations,,2-4 Yrs,Bengaluru,,Not disclosed
Data Analyst,,3-8 Yrs,Bengaluru,,5.5-13 Lacs PA
Data Analyst,Monrow Shoes,2-4 Yrs,Bengaluru,2.9,Not disclosed
Data Analyst,JPMorgan Chase Bank,3-9 Yrs,Bengaluru,4.0,Not disclosed
Data Analyst,Infosys,3-5 Yrs,Bengaluru,3.6,Not disclosed
Data Analyst,Katalon,2-6 Yrs,Bengaluru,1.5,Not disclosed
Data Analyst,,2-4 Yrs,Bengaluru,,Not disclosed
Data Analyst,Zetwerk,4-6 Yrs,"Hyderabad, Chennai, Bengaluru",4.1,Not disclosed
Data Analyst,Fort Technologies,2-5 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4.7,Not disclosed
Data Analyst,,3-6 Yrs,Bengaluru,,Not disclosed
Data Analyst,Levi Strauss &amp;amp; Co.,3-6 Yrs,Bengaluru,4.3,Not disclosed
Data Analyst,Electricpe,5-7 Yrs,Bengaluru,3.7,Not disclosed
Data Analyst,Aptus Data Labs,2-7 Yrs,Bengaluru,2.8,Not disclosed
Data Analyst,Epam Systems,6-10 Yrs,Bengaluru,3.8,Not disclosed
Data Analyst,Infosys,5-8 Yrs,Bengaluru,3.6,Not disclosed
Data Analyst,Numeric Technologies India,5-9 Yrs,Remote,4.5,Not disclosed
Data Analyst,Zen Data Shastra,4-8 Yrs,Hybrid - Bengaluru(Kundalahalli),3.9,Not disclosed
Data Scientist,Info Edge,0-3 Yrs,Noida,3.9,Not disclosed
Data Scientist,Newgen,2-7 Yrs,Gurugram,3.7,14-24 Lacs PA
Data Scientist,Smollan India Pvt Ltd,3-6 Yrs,Remote,4.2,15-25 Lacs PA
Data Scientist,,0-5 Yrs,Gurugram,,Not disclosed
Data Scientist,,0-5 Yrs,Noida,,Not disclosed
Data Scientist,,0-5 Yrs,Delhi / NCR,,Not disclosed
Data Scientist,,0-5 Yrs,Gurugram,,Not disclosed
Data Scientist,,0-5 Yrs,Noida,,Not disclosed
Data Scientist,NPS Prism,1-3 Yrs,Gurugram,4.0,Not disclosed
Data Scientist,Fractal Analytics,1-7 Yrs,"Mumbai, Pune, Chennai, Gurugram, Bengaluru",4.0,Not disclosed
Data Scientist,NPS Prism,1-4 Yrs,Gurugram,4.0,Not disclosed
Data Scientist,Barclays,1-9 Yrs,Noida,3.9,Not disclosed
Data Scientist,,2-4 Yrs,"Gurugram, Bengaluru",,Not disclosed
Data Scientist,Pepsico,4-7 Yrs,Gurugram,4.1,Not disclosed
Data Scientist,Indusind Bank,6-10 Yrs,Gurugram,3.5,Not disclosed
Data Scientist,Sun Life Global Solutions,11-18 Yrs,Gurugram,4.1,Not disclosed
Data Scientist,Genpact,6-11 Yrs,"Hybrid - Hyderabad, Gurugram, Bengaluru",3.8,Not disclosed
Data Scientist,Genpact,6-11 Yrs,"Hyderabad, Gurugram, Bengaluru",3.8,Not disclosed
Data Scientist,Tavant Technologies,9-14 Yrs,"Hybrid - Noida, Hyderabad/Secunderabad, Bangalore/Bengaluru",3.8,Not disclosed
Data Scientist,Krazy Mantra Group Of Companies,6-9 Yrs,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru",3.3,Not disclosed
Data Scientist,Biz2x,1-2 Yrs,Noida,3.8,Not disclosed
Data Scientist,Pivotroots Digital,1-3 Yrs,"Mumbai, Gurugram",3.4,Not disclosed
Data Scientist,Optum,8-12 Yrs,Noida,4.0,Not disclosed
Data Scientist,Infogain,3-8 Yrs,"Hybrid - Noida, Pune, Gurugram",3.6,6-15 Lacs PA
Data Scientist,,3-6 Yrs,Gurugram,,Not disclosed
Data Scientist,Cognitio Analytics,2-7 Yrs,"Noida, Gurugram",2.8,Not disclosed
Data Scientist,,10-12 Yrs,Hybrid - Noida,,5-9 Lacs PA
Data Scientist,,2-6 Yrs,Gurugram,,Not disclosed
Data Scientist,Ericsson,10-13 Yrs,Noida,4.1,Not disclosed
Data Scientist,Diyguru,3-5 Yrs,"New Delhi, Pune",3.4,Not disclosed
Data Scientist,TransOrg,3-6 Yrs,"Gurgaon/ Gurugram, Bengaluru, Mumbai (All Areas)",3.0,Not disclosed
Data Scientist,Axtria,4-9 Yrs,"Hybrid - Delhi / NCR, Noida, Gurugram",3.1,Not disclosed
Data Scientist,Tiger Analytics,4-8 Yrs,Hybrid - Delhi / NCR,3.7,Not disclosed
Data Scientist,Sun Life Global Solutions,5-10 Yrs,"Hybrid - Gurugram, Bengaluru",4.1,Not disclosed
Data Scientist,Innovationm,5-9 Yrs,Noida(Sector-126 Noida),4.2,Not disclosed
Data Scientist,Tiger Analytics,4-7 Yrs,"Hybrid - New Delhi, Gurugram, Delhi / NCR",3.7,Not disclosed
Data Scientist,,5-9 Yrs,"Gurugram, Bengaluru",,Not disclosed
Data Scientist,Trigyn Technologies,8-12 Yrs,New Delhi,3.7,Not disclosed
Data Scientist,,4-6 Yrs,"Delhi / NCR, Mumbai, Bengaluru",,Not disclosed
Data Scientist,Motivity Labs,5-7 Yrs,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru",3.2,Not disclosed
Data Scientist,KiE Square,2-4 Yrs,Delhi / NCR,4.9,12-15 Lacs PA
Data Scientist,,0-5 Yrs,"Noida, Gurugram",,Not disclosed
Data Scientist,Maruti Suzuki,2-5 Yrs,New Delhi,4.2,Not disclosed
Data Scientist,,10-20 Yrs,"Noida, Pune, Bengaluru",,25-40 Lacs PA
Data Scientist,Donaldson India Filter Systems,2-4 Yrs,Gurugram,4.2,Not disclosed
Data Scientist,,5-8 Yrs,"Hybrid - Delhi / NCR, Pune, Bengaluru",,17-22.5 Lacs PA
Data Scientist,,2-5 Yrs,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru",,Not disclosed
Data Scientist,Pivotroots Digital,2-4 Yrs,"Mumbai, Gurugram",3.4,Not disclosed
Data Scientist,Gartner,3-6 Yrs,Gurugram,4.2,Not disclosed
Data Scientist,PayU,4-7 Yrs,"Gurugram, Bengaluru",3.5,Not disclosed
Data Scientist,Gforce Consulting Solutions,3-8 Yrs,"Kolkata, Pune, Gurugram",4.2,Not disclosed
Data Scientist,,2-7 Yrs,Gurugram,,Not disclosed
Data Scientist,SAP,6-12 Yrs,Gurugram,4.2,Not disclosed
Data Scientist,,2-7 Yrs,"New Delhi, Bengaluru",,Not disclosed
Data Scientist,,6-11 Yrs,"New Delhi, Kolkata, Mumbai, Hyderabad, Pune, Chennai, Bengaluru",,Not disclosed
Data Scientist,Neal Analytics,4-9 Yrs,"Mumbai, Pune, Chennai, Gurugram, Bengaluru",3.5,Not disclosed
