Job Title,Company,Experience Required,Location,Rating,Salary
Data Scientist,Sensorflow,3-7 Yrs,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru",4.0,Not disclosed
Data Analyst,,7-10 Yrs,"Pune, Mumbai",,Not disclosed
Data Scientist,FIS,5-6 Yrs,Pune,3.9,Not disclosed
Data Scientist,FIS,5-6 Yrs,Pune,3.9,Not disclosed
Data Scientist,Medtronic,5-8 Yrs,Pune,4.1,Not disclosed
Data Scientist,Zensar,5-7 Yrs,Pune,3.7,Not disclosed
Data Scientist,,5-8 Yrs,"Pune, Kalyani",,Not disclosed
Data Scientist,Globant,4-9 Yrs,"Pune, Hyderabad, Bengaluru",3.8,Not disclosed
Data Scientist,Epam Systems,5-8 Yrs,"Pune, Hyderabad, Bengaluru",3.8,Not disclosed
Data Scientist,Mastercard,10-12 Yrs,Pune,4.0,Not disclosed
Data Scientist,UST,7-12 Yrs,"Hybrid - Pune, Chennai, Bengaluru",3.8,Not disclosed
Data Scientist,Hilabs,5-7 Yrs,Pune,4.2,Not disclosed
Data Scientist,Infobeans,10-15 Yrs,"Pune, Indore",3.6,Not disclosed
Data Scientist,Epam Systems,5-8 Yrs,Pune,3.8,Not disclosed
Data Scientist,Epam Systems,8-12 Yrs,Pune,3.8,Not disclosed
Data Scientist,Medline,6-10 Yrs,Pune,4.0,Not disclosed
Data Engineer,,3-7 Yrs,"Hybrid - Pune, Gurugram, Bengaluru",,15-30 Lacs PA
Data Scientist,,,Pune,,Unpaid
Data Scientist,Vmock,3-6 Yrs,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru",2.5,Not disclosed
Data Scientist,Michelin,10-16 Yrs,Pune,3.9,Not disclosed
Data Scientist,,5-10 Yrs,Pune,,10-17 Lacs PA
Data Scientist,Tata Technologies,4-7 Yrs,Pune,3.6,Not disclosed
Data Scientist,Enlink,2-5 Yrs,"Pune, Mumbai, Navi Mumbai, Hyderabad, Chennai, Bengaluru",3.3,Not disclosed
Data Scientist,,10-18 Yrs,Pune,,Not disclosed
Data Scientist,Go Digital Technology Consulting,4-7 Yrs,"Hybrid - Pune, Mumbai (All Areas)",3.4,Not disclosed
Data Scientist,,3-7 Yrs,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru",,Not disclosed
Data Scientist,Michelin,6-11 Yrs,Pune,3.9,Not disclosed
Data Scientist,Lingaro Sp Z Oo,5-7 Yrs,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru",4.2,Not disclosed
Data Scientist,,5-10 Yrs,"Pune, Hyderabad, Bengaluru",,Not disclosed
Data Scientist,Binance,6-11 Yrs,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru",3.6,Not disclosed
Data Scientist,Hilabs,5-7 Yrs,Pune,4.2,Not disclosed
Data Scientist,Cradlepoint,6-11 Yrs,Pune,3.2,Not disclosed
Data Scientist,Neal Analytics,4-9 Yrs,"Pune, Mumbai, Chennai, Gurugram, Bengaluru",3.5,Not disclosed
Data Scientist,Relx Group,4-9 Yrs,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru",3.7,Not disclosed
Data Scientist,Neal Analytics,11-15 Yrs,"Pune, Mumbai, Chennai, Gurugram, Bengaluru",3.5,Not disclosed
Data Scientist,Prismforce,5-9 Yrs,"Pune, Kolkata, Mumbai, Bengaluru",3.8,Not disclosed
Data Analyst,,0-2 Yrs,"Pune, Kochi, Noida, Saharanpur, Ghaziabad, Jabalpur, Aligarh, Nizamabad, Vadodara",,2.5-3.5 Lacs PA
Data Scientist,Tvarit Gmbh,8-12 Yrs,"Pune(Balewadi), India",3.2,30-40 Lacs PA
Data Scientist,Tvarit Gmbh,5-10 Yrs,Pune,3.2,25-35 Lacs PA
Data Scientist,,5-10 Yrs,"Pune, Ahmedabad, Delhi / NCR",,20-25 Lacs PA
Data Scientist,Lemongrass Product Development,2-5 Yrs,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru",3.2,Not disclosed
Data Scientist,Justified Advertising Software Services India Digital,2-5 Yrs,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru",3.2,Not disclosed
Data Scientist,,5-10 Yrs,Pune,,10-17 Lacs PA
Data Scientist,Cloudcover Consultancy,3-9 Yrs,Pune,3.7,Not disclosed
Data Scientist,Emerson,10-12 Yrs,Pune,4.1,Not disclosed
Data Scientist,NI India,10-12 Yrs,Pune,4.8,Not disclosed
Data Scientist,Xenneo Tech,4-9 Yrs,"Hybrid - Pune, Noida",2.2,Not disclosed
Data Scientist,,4-9 Yrs,Pune,,Not disclosed
Data Scientist,Tredence,5-8 Yrs,Hybrid - Pune,3.6,Not disclosed
Data Scientist,Innoplexus,5-10 Yrs,Pune,4.0,Not disclosed
Data Scientist,Ewave,4-8 Yrs,Pune,4.5,Not disclosed
Data Scientist,,4-8 Yrs,Pune,,Not disclosed
Data Scientist,Softtech Engineers,8-12 Yrs,Pune,3.9,Not disclosed
Data Scientist,Deepintent,5-9 Yrs,Pune,3.7,Not disclosed
Data Scientist,Tvarit Gmbh,4-9 Yrs,Pune,3.2,Not disclosed
Data Scientist,Infocusp Innovations,4-8 Yrs,"Pune, Ahmedabad",4.1,Not disclosed
Data Analyst,Rockwell Automation,0-5 Yrs,"Pune, Noida, New Delhi, Bengaluru",3.8,Not disclosed
Data Scientist,Upswing Cognitive Hospitality Solutions Private Li Mited,2-4 Yrs,Pune,2.8,5-8 Lacs PA
Data Scientist,Zensar,2-4 Yrs,Pune,3.7,Not disclosed
Data Scientist,BNY,4-6 Yrs,Pune,3.9,Not disclosed
Data Scientist,Aera Software Technology,3-10 Yrs,Pune,4.3,Not disclosed
Data Scientist,,,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru",,Unpaid
Data Scientist,Verantos,3-7 Yrs,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru",5.0,Not disclosed
Data Scientist,NI India,3-7 Yrs,Pune,4.8,Not disclosed
Data Scientist,Relx Group,3-7 Yrs,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru",3.7,Not disclosed
Data Scientist,Upwork,4-8 Yrs,Pune,4.4,Not disclosed
Data Scientist,Emerson,3-7 Yrs,Pune,4.1,Not disclosed
Data Scientist,Aera Software Technology,5-8 Yrs,Pune,4.3,Not disclosed
Data Scientist,Equifax Credit Information Services Private Limited,7-10 Yrs,Pune,3.3,Not disclosed
Data Scientist,Branch Metrics,3-7 Yrs,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru",3.0,Not disclosed
Data Scientist,FIS,10-16 Yrs,Pune,3.9,Not disclosed
Data Scientist,Lemma Technologies,10-15 Yrs,Pune,3.3,Not disclosed
Data Scientist,,5-8 Yrs,Pune,,Not disclosed
Data Scientist,,4-9 Yrs,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru",,Not disclosed
SENIOR DATA SCIENTIST ( DEEP LEARNING / NLP ),Augusta Infotech,10-13 Yrs,"Pune, Mumbai",4.2,Not disclosed
Data Scientist,Demandbase,5-7 Yrs,Pune,4.1,Not disclosed
Data Engineer,,0-2 Yrs,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru",,Not disclosed
Data Engineer,Baker Hughes,0-3 Yrs,"Pune, Bengaluru",4.0,Not disclosed
Data Analyst,Digital Glyde,0-3 Yrs,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru",3.7,Not disclosed
Data Analyst,Foundation Ai,0-5 Yrs,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru",3.6,Not disclosed
Data Engineer,ZS,0-3 Yrs,Pune,3.4,Not disclosed
Data Engineer,SG Analytics,5-10 Yrs,"Hybrid - Pune, Gurugram, Bengaluru",3.1,15-30 Lacs PA
Data Engineer,Oracle,3-5 Yrs,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru",3.7,Not disclosed
Data Engineer,Capco,7-12 Yrs,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru",3.7,Not disclosed
Data Scientist,Antuit,3-8 Yrs,Pune,2.2,Not disclosed
Data Analyst,Zensar,4-8 Yrs,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru",3.7,Not disclosed
Data Engineer,Medline India Pvt Ltd,10-20 Yrs,Pune,4.0,Not disclosed
Data Analyst,Mastercard,5-9 Yrs,Pune,4.0,Not disclosed
Data Engineer,Medline,4-8 Yrs,Pune,4.0,Not disclosed
Data Engineer,Hsbc,7-11 Yrs,Pune,4.0,Not disclosed
Data Engineer,Nagarro,5-7 Yrs,"Pune, Bengaluru",4.0,Not disclosed
Data Engineer,Capgemini,5-10 Yrs,"Pune, Hyderabad, Bengaluru",3.7,Not disclosed
Data Engineer,Globallogic,5-10 Yrs,"Pune, Noida, Bengaluru",3.6,Not disclosed
Data Engineer,Yash Technologies,10-12 Yrs,Pune,3.8,Not disclosed
Data Engineer,Impetus Technologies,8-11 Yrs,"Pune, Bengaluru, Delhi / NCR",3.5,Not disclosed
Data Engineer,Accenture,5-10 Yrs,Pune,3.9,Not disclosed
Data Engineer,Henson Group,0-1 Yrs,"Pune, Chennai, Bengaluru",3.6,Not disclosed
Data Analyst,JPMorgan Chase Bank,2-5 Yrs,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru",4.0,Not disclosed
Data Analyst,JPMorgan Chase Bank,2-5 Yrs,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru",4.0,Not disclosed
Data Analyst,,0-1 Yrs,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru",,Not disclosed
Data Scientist,Aera Software Technology,,Pune,4.3,Unpaid
Data Engineer,A.P. Moller Maersk,2-4 Yrs,"Pune, Bengaluru",4.2,Not disclosed
Data Analyst,Infobahn Softworld,2-5 Yrs,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru",3.5,Not disclosed
Data Engineer,Fractal Analytics,1-7 Yrs,"Pune, Noida, Mumbai, Chennai, Gurugram, Bengaluru",4.0,Not disclosed
Data Engineer,Bajaj Finserv Ltd.,3-5 Yrs,Pune,3.4,Not disclosed
Data Engineer,Photon,2-5 Yrs,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru",4.0,Not disclosed
Data Analyst,Capco,3-6 Yrs,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru",3.7,Not disclosed
Data Analyst,MSys Technologies,3-6 Yrs,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru",4.0,Not disclosed
Data Engineer,,2-6 Yrs,"Pune, Hyderabad, Bengaluru",,Not disclosed
Data Engineer,Baker Hughes,3-8 Yrs,"Pune, Mumbai, Hyderabad, Bengaluru",4.0,Not disclosed
Data Analyst,Protiviti India,3-5 Yrs,"Hybrid - Pune, Bengaluru",3.2,Not disclosed
Data Engineer,Capco,7-12 Yrs,"Hybrid - Pune, Bengaluru",3.7,12-22 Lacs PA
Data Engineer,,2-5 Yrs,"Pune, Hyderabad, Bengaluru",,Not disclosed
Data Engineer,Merck Sharp & Dohme (MSD),8-10 Yrs,Pune,4.1,Not disclosed
Data Engineer,Merck Sharp & Dohme (MSD),8-13 Yrs,Pune,4.1,Not disclosed
Data Engineer,Deutsche Bank,5-7 Yrs,Pune,3.9,Not disclosed
Data Engineer,,0-1 Yrs,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru",,Not disclosed
Data Engineer,"KSB Tech Pvt Ltd, Pune",0-2 Yrs,Hybrid - Pune,3.9,Not disclosed
Data Engineer,Alphagrep Securities,0-1 Yrs,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru",3.2,Not disclosed
Data Analyst,Deutsche Bank,6-10 Yrs,Pune,3.9,Not disclosed
Data Analyst,,,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru",,Unpaid
Data Engineer,,0-2 Yrs,Pune,,Not disclosed
Data Engineer,Beinex,0-1 Yrs,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru",3.3,Not disclosed
Data Engineer,Hsbc,6-10 Yrs,Pune,4.0,Not disclosed
data analyst,,2-4 Yrs,"Pune, Chennai, Jaipur, Bengaluru",,Not disclosed
Data Analyst,Protiviti India,3-7 Yrs,"Pune, Bangalore Rural, Bengaluru",3.2,Not disclosed
Data modeler Lead,Altimetrik,8-13 Yrs,"Hybrid - Pune, Chennai, Bengaluru",3.8,Not disclosed
Data Engineer,Medtronic,16-18 Yrs,Pune,4.1,Not disclosed
Data Engineer,Deutsche Bank,10-15 Yrs,Pune,3.9,Not disclosed
Data Analyst,Deutsche Bank,10-15 Yrs,Pune,3.9,Not disclosed
LEAD ENGINEER - DATA SCIENCE,Sasken Technologies,5-8 Yrs,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru",3.8,Not disclosed
Data Engineer,Accenture,3-8 Yrs,Pune,3.9,Not disclosed
Data Engineer,Impetus Technologies,3-6 Yrs,"Pune, Gurugram, Bengaluru",3.5,Not disclosed
Data Engineer,Oracle,10-12 Yrs,"Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Chennai, Bengaluru",3.7,Not disclosed
Data Analyst,Capgemini,4-9 Yrs,Pune,3.7,Not disclosed
Data Engineer,Wipro,5-10 Yrs,"Hybrid - Pune, Hyderabad, Bengaluru",3.7,Not disclosed
Data Scientist,Myntra,0-5 Yrs,Bengaluru,4.0,Not disclosed
Data scientist,Lowes Services India Private limited,1-8 Yrs,Bengaluru,4.2,Not disclosed
Data Scientist,Fractal Analytics,1-7 Yrs,"Mumbai, Pune, Chennai, Gurugram, Bengaluru",4.0,Not disclosed
Data Scientist,Caterpillar Inc,3-8 Yrs,Bengaluru,4.3,Not disclosed
Data Scientist,Moodys Investors Service,1-3 Yrs,Bengaluru,4.1,Not disclosed
Data Scientist,Philips,3-8 Yrs,Bengaluru,3.9,Not disclosed
Data Scientist,Yash Technologies,2-5 Yrs,Bengaluru,3.8,Not disclosed
Data Scientist,Paypal,4-9 Yrs,Bengaluru,3.9,Not disclosed
Data Scientist,Lendingkart,3-8 Yrs,"Bangalore Rural, Ahmedabad",3.1,Not disclosed
Data Scientist,Philips,5-10 Yrs,Bengaluru,3.9,Not disclosed
Data scientist,,2-3 Yrs,Bengaluru,,Not disclosed
Data Scientist,Chubb,3-5 Yrs,Bengaluru,4.0,Not disclosed
Data Scientist,Capco,7-8 Yrs,Bengaluru,3.7,Not disclosed
Data Scientist,Capgemini,6-9 Yrs,Bengaluru,3.7,Not disclosed
Data Scientist,Caterpillar Inc,4-8 Yrs,Bengaluru,4.3,Not disclosed
Data Scientist,Inmobi,5-8 Yrs,Bengaluru,3.5,Not disclosed
Data Scientist,Sberbank,3-7 Yrs,Bengaluru,4.1,Not disclosed
Data Scientist,Quation,4-6 Yrs,Bengaluru,4.4,Not disclosed
Data Scientist,Tavant Technologies,9-14 Yrs,"Hybrid - Bangalore/Bengaluru, Noida, Hyderabad/Secunderabad",3.8,Not disclosed
Data Scientist,,6-12 Yrs,"Pune, Bengaluru",,Not disclosed
Data Scientist,,0-3 Yrs,Remote,,15-19 Lacs PA
Data Scientist,Werize,2-5 Yrs,Bengaluru(Sector 7 HSR Layout),3.2,20-30 Lacs PA
Data Scientist,Visa,2-6 Yrs,Bengaluru,3.5,Not disclosed
Data Scientist,,1-4 Yrs,Bengaluru,,Not disclosed
Data Scientist,Azira,1-4 Yrs,Bengaluru,4.8,Not disclosed
Data Scientist,,2-4 Yrs,"Gurugram, Bengaluru",,Not disclosed
Data Scientist,Paypal,8-13 Yrs,Bengaluru,3.9,Not disclosed
Data Scientist,Pretium Partners,3-8 Yrs,Bengaluru,3.0,Not disclosed
Data Scientist,Prowess Publishing,6-10 Yrs,"Hyderabad, Pune, Bengaluru",4.4,Not disclosed
Data Scientist,Wipro,5-10 Yrs,"Hybrid - Hyderabad, Chennai, Bengaluru",3.7,Not disclosed
Data Scientist,Infosys,9-11 Yrs,Bengaluru,3.6,Not disclosed
Data Scientist,Aeries Technology,3-8 Yrs,"Hyderabad, Bengaluru, Mumbai (All Areas)",3.4,Not disclosed
Data Scientist,Infosys,9-16 Yrs,Bengaluru,3.6,Not disclosed
Data Scientist,,4-8 Yrs,Bengaluru,,Not disclosed
Data Scientist,,8-9 Yrs,Bengaluru,,Not disclosed
Data Scientist,Tiger Analytics,4-7 Yrs,"Hyderabad, Chennai, Bengaluru",3.7,Not disclosed
Data Scientist,Genpact,6-11 Yrs,"Hyderabad, Gurugram, Bengaluru",3.8,Not disclosed
Data Scientist,Genpact,6-11 Yrs,"Hybrid - Hyderabad, Gurugram, Bengaluru",3.8,Not disclosed
Data Scientist,,7-12 Yrs,"Hyderabad, Chennai, Bengaluru",,Not disclosed
Data Scientist,Krazy Mantra Group Of Companies,6-9 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3.3,Not disclosed
Data Scientist,Tiger Analytics,2-6 Yrs,"Hybrid - Hyderabad, Chennai, Bengaluru",3.7,7-17 Lacs PA
Data Scientist,,6-10 Yrs,"Ahmedabad, Bengaluru",,30-45 Lacs PA
Data scientist,Indium Software,2-5 Yrs,Bengaluru,4.1,Not disclosed
Data Scientist,,1-2 Yrs,Bengaluru,,Not disclosed
Data Scientist,Capgemini,4-6 Yrs,Bengaluru,3.7,Not disclosed
Data Scientist,SOBHA,4-8 Yrs,Bengaluru,3.9,Not disclosed
Data Scientist,News Corp Australia,2-5 Yrs,Bengaluru,3.7,Not disclosed
DATA SCIENTIST,,3-7 Yrs,Bengaluru,,Not disclosed
Data Scientist,,3-7 Yrs,Bengaluru,,Not disclosed
Data Scientist,Wipro,6-10 Yrs,Bengaluru,3.7,Not disclosed
Data Scientist,Tech Mahindra,6-11 Yrs,"Hybrid - Hyderabad, Pune, Bengaluru",3.5,Not disclosed
Data Scientist,Globant,5-10 Yrs,"Hybrid - Hyderabad, Pune, Bengaluru",3.8,Not disclosed
Data Scientist,Tiger Analytics,4-6 Yrs,"Hybrid - Hyderabad, Chennai, Bengaluru",3.7,Not disclosed
Data Scientist,Sun Life Global Solutions,5-10 Yrs,"Hybrid - Gurugram, Bengaluru",4.1,Not disclosed
Data Scientist,Persistent,4-9 Yrs,"Mumbai, Pune, Bengaluru",3.5,Not disclosed
Data Scientist,,5-9 Yrs,"Gurugram, Bengaluru",,Not disclosed
Data Scientist,KloudPortal-SaaS Product Development and Marketing Agency,3-10 Yrs,"Kolkata, Hyderabad, Bengaluru",4.8,Not disclosed
Data Scientist,Aidetic,4-9 Yrs,Hybrid - Bengaluru,4.3,Not disclosed
Data Scientist,Aurum Data Solutions,6-11 Yrs,"Hybrid - Hyderabad, Bengaluru",3.2,Not disclosed
Data Scientist,,6-8 Yrs,"Hyderabad, Bengaluru",,Not disclosed
Data Scientist,Tiger Analytics,3-7 Yrs,"Hybrid - Hyderabad, Chennai, Bengaluru",3.7,7-17 Lacs PA
Data Scientist,,4-6 Yrs,Bengaluru,,10-23 Lacs PA
Data Scientist,GE Healthcare,8-13 Yrs,Hybrid - Bengaluru,4.1,18-33 Lacs PA
Data Scientist,"Commonwealth Bank of Australia, India",10-16 Yrs,Hybrid - Bengaluru,3.5,Not disclosed
Data scientist-Gen AI,Tibil Solutions,3-6 Yrs,Bengaluru,3.4,Not disclosed
Data Scientist,TransOrg,3-6 Yrs,"Gurgaon/ Gurugram, Bengaluru, Mumbai (All Areas)",3.0,Not disclosed
Data Scientist,Idexcel,3-8 Yrs,Bengaluru,3.2,Not disclosed
Data Scientist,URS Systems,5-10 Yrs,"Kolkata, Chennai, Bengaluru",3.4,Not disclosed
Data Scientist,LKQ India,3-5 Yrs,Bengaluru(Bannerghatta Road),3.6,Not disclosed
Data scientist - HR Domain experience,,4-7 Yrs,"Hybrid - Pune, Chennai, Bengaluru",,Not disclosed
Data Scientist,,3-6 Yrs,Bengaluru,,Not disclosed
Data Scientist,Hanker Systems (india),8-12 Yrs,"Chennai, Bengaluru",3.4,Not disclosed
Data Scientist,Hanker Systems (india),8-12 Yrs,"Chennai, Bengaluru",3.4,Not disclosed
data scientist,,4-6 Yrs,Bengaluru,,Not disclosed
data scientist,,4-6 Yrs,Bengaluru,,Not disclosed
Data Scientist,,4-6 Yrs,"Mumbai, Delhi / NCR, Bengaluru",,Not disclosed
Data Scientist,Launch It Consulting,5-10 Yrs,"Hyderabad, Chennai, Bengaluru",3.5,Not disclosed
Data Scientist,Astria Digital,6-10 Yrs,Hybrid - Bengaluru,3.3,Not disclosed
Data Scientist,Aeries Technology,6-11 Yrs,"Hyderabad, Bengaluru, Mumbai (All Areas)",3.4,Not disclosed
Data Scientist,Cloudbc Labs,5-10 Yrs,Bengaluru(Electronic City +3),3.5,Not disclosed
Data Scientist,GE India Ltd,0-7 Yrs,Bengaluru,4.2,Not disclosed
Data Scientist,Arctic Wolf Networks,0-6 Yrs,Bengaluru,5.0,Not disclosed
Data Scientist,JPMorgan Chase Bank,2-7 Yrs,Bengaluru,4.0,Not disclosed
Data Scientist,Data Collection Infotech,0-4 Yrs,Bengaluru,3.9,Not disclosed
Data Scientist,,0-2 Yrs,Bengaluru,,Not disclosed
Data Analyst,Encora,0-5 Yrs,Bengaluru,3.8,Not disclosed
Data Scientist,,0-5 Yrs,Bengaluru,,Not disclosed
Data Scientist,,10-20 Yrs,"Noida, Pune, Bengaluru",,25-40 Lacs PA
Data Scientist,,0-7 Yrs,Bengaluru,,Not disclosed
Data Scientist,Akaike Technologies,0-6 Yrs,Bengaluru,4.6,Not disclosed
Data Analyst,JPMorgan Chase Bank,3-9 Yrs,Bengaluru,4.0,Not disclosed
Data Scientist,,7-12 Yrs,"Hyderabad, Chennai, Bengaluru",,20-25 Lacs PA
Data Analyst,Locus It Services,2-7 Yrs,Bengaluru,1.7,Not disclosed
Data Scientist,,5-10 Yrs,"Hyderabad, Chennai, Bengaluru",,Not disclosed
Data Scientist,Atlassian,7-12 Yrs,Bengaluru,3.6,Not disclosed
Data Scientist,Axiom Technologies,5-10 Yrs,"Chennai, Bengaluru",2.5,Not disclosed
Data Scientist,,13-20 Yrs,"Hybrid - Hyderabad, Chennai, Bengaluru",,Not disclosed
Data Analyst,Itday,5-7 Yrs,Bengaluru,4.7,Not disclosed
Data Scientist,,8-12 Yrs,"Bhubaneswar, Hyderabad, Bengaluru",,Not disclosed
Data Scientist,,8-12 Yrs,"Bhubaneswar, Hyderabad, Bengaluru",,Not disclosed
Data Scientist,Flipkart,2-4 Yrs,Bengaluru,4.0,Not disclosed
Data Scientist,Wipro,2-7 Yrs,Bengaluru,3.7,Not disclosed
Data Scientist,Walmart,2-8 Yrs,Bengaluru,3.8,Not disclosed
Data Scientist,EY,2-3 Yrs,Bengaluru,3.4,Not disclosed
Data Scientist,Fractal Analytics,1-7 Yrs,"Mumbai, Pune, Chennai, Gurugram, Bengaluru",4.0,Not disclosed
Data Scientist,Accolite Software India Pvt Ltd,3-7 Yrs,"Hyderabad, Bengaluru",3.5,Not disclosed
Data Scientist,Target,3-8 Yrs,Bengaluru,4.2,Not disclosed
Data Scientist,Oracle,2-11 Yrs,Bengaluru,3.7,Not disclosed
Data Scientist,Capgemini,3-8 Yrs,Bengaluru,3.7,Not disclosed
Data Scientist,EY,3-6 Yrs,Bengaluru,3.4,Not disclosed
Data scientist - Knime,Wipro,6-11 Yrs,"Hybrid - Pune, Bengaluru, Mumbai (All Areas)",3.7,Not disclosed
Data Scientist,Paktolus Solutions,4-6 Yrs,Bengaluru,3.6,4.5-7 Lacs PA
Data Scientist,PwC India,4-7 Yrs,"Bengaluru, Delhi / NCR",3.4,Not disclosed
Data Scientist,Nielsen Sports,2-7 Yrs,Bengaluru,4.0,Not disclosed
Data Scientist,ANZ,5-8 Yrs,Bengaluru,4.1,Not disclosed
Data Scientist,Siemens,5-10 Yrs,Bengaluru,4.1,Not disclosed
Data Scientist,Wipro,6-11 Yrs,"Pune, Bengaluru",3.7,Not disclosed
Data Scientist,Capgemini,9-12 Yrs,Bengaluru,3.7,Not disclosed
Data Scientist,,6-11 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",,Not disclosed
Data Scientist,,8-12 Yrs,Bengaluru,,Not disclosed
Data Scientist,HDFC Life,2-5 Yrs,Bengaluru,4.0,Not disclosed
Data Scientist,Gojek,1-2 Yrs,Bengaluru,3.7,Not disclosed
Data Scientist,,3-8 Yrs,"Gurugram, Bengaluru, Mumbai (All Areas)",,12-22 Lacs PA
Data Scientist,,1-3 Yrs,Bengaluru,,Not disclosed
Data Scientist,Paypal,2-3 Yrs,Bengaluru,3.9,Not disclosed
Data Scientist,Tokopedia,1-2 Yrs,Bengaluru,4.0,Not disclosed
Data Scientist,Paypal,8-12 Yrs,Bengaluru,3.9,Not disclosed
Data Scientist,Convai Technologies Inc.,2-7 Yrs,Bengaluru,4.5,Not disclosed
Data Scientist,Exxon Mobil Corporation,3-8 Yrs,Bengaluru,3.8,Not disclosed
Data Scientist,Paypal,8-12 Yrs,Bengaluru,3.9,Not disclosed
Data Scientist,PayU,4-7 Yrs,"Gurugram, Bengaluru",3.5,Not disclosed
Data Scientist,PayU,4-7 Yrs,Bengaluru,3.5,Not disclosed
Data Scientist,Idexcel,5-9 Yrs,"Pune, Bengaluru, Mumbai (All Areas)",3.2,Not disclosed
Data Scientist,Paypal,8-12 Yrs,Bengaluru,3.9,Not disclosed
Data Scientist,,5-8 Yrs,Bengaluru,,Not disclosed
Credit data scientist,,6-11 Yrs,Remote,,Not disclosed
Data Scientist,,10-15 Yrs,Bengaluru,,Not disclosed
Data Scientist,Neal Analytics,4-9 Yrs,"Mumbai, Pune, Chennai, Gurugram, Bengaluru",3.5,Not disclosed
Data Scientist,Conneqt Digital,5-9 Yrs,Bengaluru,3.3,Not disclosed
Data Scientist,Pega,6-11 Yrs,Bengaluru,3.6,Not disclosed
Data Scientist,Maruti Suzuki,2-6 Yrs,Bengaluru,4.2,Not disclosed
Data Scientist,Angel One,2-8 Yrs,Bengaluru,3.9,Not disclosed
Data Scientist,Mirafra,3-6 Yrs,Hybrid - Bengaluru(Whitefield),4.1,9-16 Lacs PA
Data Scientist,Applied Cloud Computing,3-5 Yrs,Bengaluru,2.7,5-10 Lacs PA
Data Scientist,Exxon Mobil Corporation,2-7 Yrs,Bengaluru,3.8,Not disclosed
Data Scientist,Zebra Technologies,2-4 Yrs,"Hybrid - Pune, Bengaluru",4.0,Not disclosed
Data Scientist,Scienaptic Systems,2-7 Yrs,Bengaluru,4.0,Not disclosed
Data scientists,Mirafra,3-12 Yrs,Bengaluru,4.1,Not disclosed
Data Scientist,Angel One,5-8 Yrs,Bengaluru,3.9,Not disclosed
Data Scientist,Exxon Mobil Corporation,3-5 Yrs,Bengaluru,3.8,Not disclosed
Data Scientist,Nalco Water India Limited,2-5 Yrs,Bengaluru,4.0,Not disclosed
Data Scientist,GSK India,4-7 Yrs,Bengaluru,4.1,Not disclosed
Data Scientist,,3-6 Yrs,Bengaluru,,Not disclosed
Data Scientist,Puresoftware,7-15 Yrs,Bengaluru,3.1,Not disclosed
Data Scientist,Hilabs,3-7 Yrs,Bengaluru,4.2,Not disclosed
