Job Title,Company,Experience Required,Location,Rating,Salary Disclosure,Min Experience,Max Experience,Min Salary,Max Salary
Data Analyst,Sadup Soft,5-8 Yrs,Bangalore,4.5,Not Disclosed,5.0,8.0,,
Data Analyst,Harman Connected Services Corporation India Pvt.,1-5 Yrs,Bangalore,3.8,Not Disclosed,1.0,5.0,,
Data Analyst,JPMorgan Chase Bank,2-7 Yrs,Bangalore,4.0,Not Disclosed,2.0,7.0,,
Data Analyst,Neoware Technology Solutions,3-6 Yrs,Bangalore,4.0,Disclosed,3.0,6.0,12.0,20.0
Data Analyst,ANZ,2-7 Yrs,Bangalore,4.1,Not Disclosed,2.0,7.0,,
Data Analyst,JPMorgan Chase Bank,5-7 Yrs,Bangalore,4.0,Not Disclosed,5.0,7.0,,
Data Analyst,Target,2-7 Yrs,Bangalore,4.2,Not Disclosed,2.0,7.0,,
Data Analyst,Confidential,1-4 Yrs,Bangalore,Not Rated,Not Disclosed,1.0,4.0,,
Data Analyst,Capgemini,4-8 Yrs,Bangalore,3.7,Disclosed,4.0,8.0,8.0,18.0
Data Analyst,Markytics Consulting Pvt Ltd,4-5 Yrs,"Pune, Bangalore",3.2,Disclosed,4.0,5.0,10.0,12.0
Data Analyst,Vistaar Finance,2-6 Yrs,Bangalore,4.1,Not Disclosed,2.0,6.0,,
Data Analyst,Whatfix,2-4 Yrs,Bangalore,3.5,Not Disclosed,2.0,4.0,,
Data Analyst,Celeros Flow Technology,3-6 Yrs,Bangalore,3.7,Not Disclosed,3.0,6.0,,
Data Analyst,Servicemax,3-5 Yrs,"New Delhi, Pune, Bangalore",4.4,Not Disclosed,3.0,5.0,,
Data Analyst,Accenture,3-5 Yrs,Bangalore,3.9,Not Disclosed,3.0,5.0,,
Data Analyst,Kalypso It Solutions,2-4 Yrs,"New Delhi, Pune, Bangalore",3.7,Not Disclosed,2.0,4.0,,
Data Analyst,Sadup Soft,3-6 Yrs,Bangalore,4.5,Not Disclosed,3.0,6.0,,
Data Analyst,Protiviti India,3-7 Yrs,"Pune, Bangalore",3.2,Not Disclosed,3.0,7.0,,
Data Analyst,Protiviti India,3-5 Yrs,Bangalore,3.2,Not Disclosed,3.0,5.0,,
Data Analyst,Sutara Learning Foundation,4-5 Yrs,Bangalore,4.2,Not Disclosed,4.0,5.0,,
Data Analyst,Gemini Solutions,3-5 Yrs,"New Delhi, Bangalore",3.2,Not Disclosed,3.0,5.0,,
Data Analyst,Confidential,2-4 Yrs,Bangalore,Not Rated,Disclosed,2.0,4.0,2.0,6.0
Data Analyst,Confidential,1-3 Yrs,Bangalore,Not Rated,Disclosed,1.0,3.0,0.0,8.0
Data Analyst,Renaissance Academy Of Wisdom,1-3 Yrs,Bangalore,4.5,Disclosed,1.0,3.0,5.5,10.0
Data Analyst,Confidential,0-1 Yrs,Bangalore,Not Rated,Disclosed,0.0,1.0,2.25,3.0
Data Analyst,Encora,0-5 Yrs,Bangalore,3.8,Not Disclosed,0.0,5.0,,
Data Analyst,Greaves Electric Mobility,3-8 Yrs,Bangalore,3.4,Disclosed,3.0,8.0,3.0,6.5
Data Analyst,Confidential,8-13 Yrs,Bangalore,Not Rated,Disclosed,8.0,13.0,8.0,18.0
Data Analyst,Wipro,3-5 Yrs,Bangalore,3.7,Not Disclosed,3.0,5.0,,
Data Analyst,Fleek,1-2 Yrs,Bangalore,3.7,Not Disclosed,1.0,2.0,,
Data Analyst,Zynga,2-5 Yrs,Bangalore,4.3,Not Disclosed,2.0,5.0,,
Data Analyst,Motivity Labs,5-10 Yrs,Bangalore,3.2,Disclosed,5.0,10.0,17.0,27.5
Data Analyst,Abbyy,2-4 Yrs,"New Delhi, Pune, Bangalore",3.0,Not Disclosed,2.0,4.0,,
Data Analyst,Teja Technical Services,8-10 Yrs,Bangalore,2.7,Not Disclosed,8.0,10.0,,
Data Analyst,Hilabs,3-5 Yrs,Bangalore,4.2,Not Disclosed,3.0,5.0,,
Data Analyst,Xllent Corporate Services Pvt. Ltd,5-7 Yrs,Bangalore,3.1,Not Disclosed,5.0,7.0,,
Data Analyst,Confidential,4-8 Yrs,Bangalore,Not Rated,Disclosed,4.0,8.0,5.0,8.0
Data Analyst,Infosys,5-10 Yrs,Bangalore,3.6,Not Disclosed,5.0,10.0,,
Data Analyst,Clairvoyant India,4-9 Yrs,"Pune, Bangalore",4.1,Disclosed,4.0,9.0,5.0,15.0
Data Analyst,Confidential,8-13 Yrs,Bangalore,Not Rated,Not Disclosed,8.0,13.0,,
Data Analyst,Confidential,4-8 Yrs,"Pune, Bangalore",Not Rated,Not Disclosed,4.0,8.0,,
Data Analyst,JPMorgan Chase Bank,0-5 Yrs,Bangalore,4.0,Not Disclosed,0.0,5.0,,
Data Analyst,Telus Digital AI,0-5 Yrs,Remote,3.8,Disclosed,0.0,5.0,,
Data Analyst,Foundation Ai,0-5 Yrs,"New Delhi, Pune, Bangalore",3.6,Not Disclosed,0.0,5.0,,
Data Analyst,Digital Glyde,0-3 Yrs,"New Delhi, Pune, Bangalore",3.7,Not Disclosed,0.0,3.0,,
Data Analyst,Confidential,4-7 Yrs,Remote,Not Rated,Disclosed,4.0,7.0,18.0,20.0
Data Analyst,Bombay Play,0-3 Yrs,Bangalore,4.6,Not Disclosed,0.0,3.0,,
Data Analyst,ANZ,2-7 Yrs,Bangalore,4.1,Not Disclosed,2.0,7.0,,
Data Analyst,Augie,0-3 Yrs,Bangalore,2.4,Not Disclosed,0.0,3.0,,
Data Analyst,Diverse Lynx,1-5 Yrs,Bangalore,3.8,Not Disclosed,1.0,5.0,,
Data Analyst,Cindrebay School Of Fashion & Interior Design,1-4 Yrs,"Pune, Bangalore",3.6,Not Disclosed,1.0,4.0,,
Data Analyst,Confidential,9-12 Yrs,"New Delhi, Bangalore",Not Rated,Disclosed,9.0,12.0,10.0,20.0
Data Analyst,Medinno Technologies,1-3 Yrs,Bangalore,2.5,Not Disclosed,1.0,3.0,,
Data Analyst,Confidential,3-6 Yrs,Bangalore,Not Rated,Disclosed,3.0,6.0,6.0,8.0
Data Analyst,Confidential,4-9 Yrs,Remote,Not Rated,Disclosed,4.0,9.0,10.0,20.0
data analyst,Confidential,2-4 Yrs,"Pune, Bangalore",Not Rated,Not Disclosed,2.0,4.0,,
Data Analyst,Confidential,3-7 Yrs,Bangalore,Not Rated,Not Disclosed,3.0,7.0,,
Data Analyst,Infobahn Softworld,4-6 Yrs,Bangalore,3.5,Not Disclosed,4.0,6.0,,
Data Analyst,Infobahn Softworld,6-8 Yrs,Bangalore,3.5,Not Disclosed,6.0,8.0,,
Data Analyst,Sustainext,3-7 Yrs,Bangalore,3.8,Not Disclosed,3.0,7.0,,
Data Analyst,Confidential,5-9 Yrs,Bangalore,Not Rated,Not Disclosed,5.0,9.0,,
Data Analyst,Wipro,1-5 Yrs,Bangalore,3.7,Not Disclosed,1.0,5.0,,
Data Analyst,JPMorgan Chase Bank,2-5 Yrs,"New Delhi, Pune, Bangalore",4.0,Not Disclosed,2.0,5.0,,
Data Analyst,JPMorgan Chase Bank,2-5 Yrs,"New Delhi, Pune, Bangalore",4.0,Not Disclosed,2.0,5.0,,
Data Analyst,Tech Mahindra,4-8 Yrs,Bangalore,3.5,Disclosed,4.0,8.0,5.0,15.0
Data Analyst,JPMorgan Chase Bank,5-7 Yrs,Bangalore,4.0,Not Disclosed,5.0,7.0,,
Data Analyst,Accolite Software India Pvt Ltd,3-8 Yrs,Bangalore,3.5,Not Disclosed,3.0,8.0,,
Data Analyst,Zeta Inc.,2-5 Yrs,Bangalore,3.3,Not Disclosed,2.0,5.0,,
Data Analyst,Siemens,6-8 Yrs,Bangalore,4.1,Not Disclosed,6.0,8.0,,
Data Analyst,Siemens,10-14 Yrs,Bangalore,4.1,Not Disclosed,10.0,14.0,,
Data Analyst,Exxon Mobil Corporation,3-8 Yrs,Bangalore,3.8,Not Disclosed,3.0,8.0,,
Data Analyst,Accolite Software India Pvt Ltd,5-7 Yrs,Bangalore,3.5,Not Disclosed,5.0,7.0,,
Data Analyst,HARMAN,9-12 Yrs,Bangalore,3.8,Not Disclosed,9.0,12.0,,
Data Analyst,Capco,3-6 Yrs,"New Delhi, Pune, Bangalore",3.7,Not Disclosed,3.0,6.0,,
Data Analyst,Teleperformance (TP),5-10 Yrs,Bangalore,3.9,Not Disclosed,5.0,10.0,,
Data Analyst,NobleServe,4-9 Yrs,Bangalore,3.7,Not Disclosed,4.0,9.0,,
Data Analyst,Confidential,4-9 Yrs,"New Delhi, Pune, Bangalore",Not Rated,Not Disclosed,4.0,9.0,,
Data Analyst,Confidential,4-9 Yrs,"New Delhi, Pune, Bangalore",Not Rated,Not Disclosed,4.0,9.0,,
Data Analyst,Photon,4-9 Yrs,Bangalore,4.0,Not Disclosed,4.0,9.0,,
Data Analyst,Accenture,6-10 Yrs,Bangalore,3.9,Not Disclosed,6.0,10.0,,
Data Analyst,Confidential,5-10 Yrs,Bangalore,Not Rated,Not Disclosed,5.0,10.0,,
Data Analyst,Bitla Software,1-3 Yrs,Bangalore,4.0,Disclosed,1.0,3.0,7.0,8.0
Data Analyst,Confidential,4-6 Yrs,Bangalore,Not Rated,Disclosed,4.0,6.0,22.5,25.0
Data Analyst,Incanus Technologies,1-6 Yrs,"New Delhi, Pune, Bangalore",3.8,Disclosed,1.0,6.0,5.0,15.0
Data Analyst,Bluecore Software,1-4 Yrs,"New Delhi, Pune, Bangalore",4.1,Not Disclosed,1.0,4.0,,
Data Analyst,Confidential,1-3 Yrs,Bangalore,Not Rated,Not Disclosed,1.0,3.0,,
Data Analyst,Sparkcognition,1-3 Yrs,Bangalore,3.3,Not Disclosed,1.0,3.0,,
Data Analyst,Cloudcover Consultancy,1-5 Yrs,Bangalore,3.7,Not Disclosed,1.0,5.0,,
Data analysts,Mirafra,3-12 Yrs,Bangalore,4.1,Not Disclosed,3.0,12.0,,
Data Analyst,Bluecore Software,2-3 Yrs,"New Delhi, Pune, Bangalore",4.1,Not Disclosed,2.0,3.0,,
Data Analyst,Ipsos,2-4 Yrs,Bangalore,3.3,Not Disclosed,2.0,4.0,,
Data Analyst,Riskspan,3-5 Yrs,"New Delhi, Pune, Bangalore",4.0,Not Disclosed,3.0,5.0,,
Data Analyst,Confidential,3-6 Yrs,"New Delhi, Pune, Bangalore",Not Rated,Not Disclosed,3.0,6.0,,
Data Analyst,Code And Theory,3-8 Yrs,Bangalore,3.3,Not Disclosed,3.0,8.0,,
Data Analyst,Aeries Technology,3-6 Yrs,Bangalore,3.4,Not Disclosed,3.0,6.0,,
Data Analyst,Sun Mobility,3-4 Yrs,Bangalore,3.9,Not Disclosed,3.0,4.0,,
Data Analyst,Loyalytics,5-7 Yrs,Bangalore,4.1,Not Disclosed,5.0,7.0,,
DATA ANALYST,Scaleup Mission,3-4 Yrs,Bangalore,4.4,Not Disclosed,3.0,4.0,,
Data Analyst,NXP Semiconductors,6-8 Yrs,Bangalore,3.7,Not Disclosed,6.0,8.0,,
Data Analyst,Gainwell Technologies,6-11 Yrs,Remote,4.2,Not Disclosed,6.0,11.0,,
Data Analyst,Clean Harbors,7-10 Yrs,Bangalore,3.6,Not Disclosed,7.0,10.0,,
Data Analyst,Diverse Lynx,1-5 Yrs,Bangalore,3.8,Not Disclosed,1.0,5.0,,
Data Analyst,Nextgrowth Labs,1-2 Yrs,Bangalore,3.6,Not Disclosed,1.0,2.0,,
Data Analyst,Vimaan Robotics,1-2 Yrs,Bangalore,3.2,Not Disclosed,1.0,2.0,,
Data Analyst,Confidential,1-4 Yrs,Bangalore,Not Rated,Not Disclosed,1.0,4.0,,
Data Analyst,Pradeepit Consulting Services,1-3 Yrs,Bangalore,4.7,Not Disclosed,1.0,3.0,,
Data Analyst,Umamicasa,1-3 Yrs,Bangalore,3.1,Not Disclosed,1.0,3.0,,
Data Analyst,Confidential,1-4 Yrs,Bangalore,Not Rated,Not Disclosed,1.0,4.0,,
Data Analyst,Saltmine,2-4 Yrs,Bangalore,4.6,Not Disclosed,2.0,4.0,,
Data Analyst,Confidential,6-11 Yrs,Bangalore,Not Rated,Not Disclosed,6.0,11.0,,
Data Analyst,Myyogateacher,2-5 Yrs,Bangalore,3.9,Not Disclosed,2.0,5.0,,
Data Analyst,Aeries Technology,3-6 Yrs,Bangalore,3.4,Not Disclosed,3.0,6.0,,
Data Analyst,Confidential,2-6 Yrs,Bangalore,Not Rated,Not Disclosed,2.0,6.0,,
Data Analyst,Confidential,3-4 Yrs,Bangalore,Not Rated,Not Disclosed,3.0,4.0,,
Data Analyst,Koya Consulting Inc,3-6 Yrs,Bangalore,1.5,Not Disclosed,3.0,6.0,,
Data Analyst,Indium Software,4-9 Yrs,Bangalore,4.1,Not Disclosed,4.0,9.0,,
Data Analyst,Cityinfo Services,15-18 Yrs,Bangalore,4.3,Not Disclosed,15.0,18.0,,
Data Analyst,Diverse Lynx,5-7 Yrs,Bangalore,3.8,Not Disclosed,5.0,7.0,,
Data Analyst,Andor Tech,5-9 Yrs,Bangalore,4.0,Not Disclosed,5.0,9.0,,
Data Analyst,Ixie Gaming,4-9 Yrs,Bangalore,3.6,Not Disclosed,4.0,9.0,,
Data Analyst,Pradeepit Consulting Services,5-7 Yrs,Bangalore,4.7,Not Disclosed,5.0,7.0,,
Data Analyst,Confidential,1-4 Yrs,Bangalore,Not Rated,Not Disclosed,1.0,4.0,,
Data Analyst,Jar App,1-2 Yrs,Bangalore,3.2,Not Disclosed,1.0,2.0,,
Data Analyst,Ringcentral,1-4 Yrs,Bangalore,4.0,Not Disclosed,1.0,4.0,,
Data Analyst,Mindpeers,1-3 Yrs,"New Delhi, Pune, Bangalore",2.1,Not Disclosed,1.0,3.0,,
Data Analyst,H&mv Engineering,2-4 Yrs,Bangalore,4.0,Not Disclosed,2.0,4.0,,
Data Analyst,Xtreme Management Solutions,1-2 Yrs,Bangalore,2.4,Not Disclosed,1.0,2.0,,
Data Analyst,Kazam,1-3 Yrs,Bangalore,3.8,Not Disclosed,1.0,3.0,,
Data Analyst,Tibil Solutions,2-3 Yrs,Bangalore,3.4,Not Disclosed,2.0,3.0,,
Data Analyst,Confidential,3-7 Yrs,"New Delhi, Pune, Bangalore",Not Rated,Not Disclosed,3.0,7.0,,
Data Analyst,CAMSDATA,2-8 Yrs,Bangalore,3.5,Not Disclosed,2.0,8.0,,
Data Analyst,Usdc Global,2-5 Yrs,Bangalore,3.2,Not Disclosed,2.0,5.0,,
Data Analyst,Confidential,2-7 Yrs,"New Delhi, Pune, Bangalore",Not Rated,Not Disclosed,2.0,7.0,,
Data Analyst,Confidential,3-6 Yrs,"New Delhi, Pune, Bangalore",Not Rated,Not Disclosed,3.0,6.0,,
Data Analyst,Gnani Innovations,3-5 Yrs,Bangalore,3.3,Not Disclosed,3.0,5.0,,
data analyst,Confidential,2-7 Yrs,Bangalore,Not Rated,Not Disclosed,2.0,7.0,,
Data Analyst,Lobotus Technology Private Limited,3-5 Yrs,Bangalore,3.6,Not Disclosed,3.0,5.0,,
Data Analyst,Haleon,4-6 Yrs,Bangalore,3.1,Not Disclosed,4.0,6.0,,
Data Analyst,Robosoft Technologies,5-10 Yrs,Bangalore,3.4,Not Disclosed,5.0,10.0,,
Data Analyst,Confidential,4-9 Yrs,Bangalore,Not Rated,Not Disclosed,4.0,9.0,,
Data Analyst,Clairvoyant India,4-9 Yrs,"Pune, Bangalore",4.1,Not Disclosed,4.0,9.0,,
Data Analyst,Indium Software,1-4 Yrs,Bangalore,4.1,Not Disclosed,1.0,4.0,,
Data Analyst,JLL,2-5 Yrs,Bangalore,4.1,Not Disclosed,2.0,5.0,,
Data Analyst,Indium Software,1-5 Yrs,Bangalore,4.1,Not Disclosed,1.0,5.0,,
Data Analyst,Innovate Networks,1-2 Yrs,Bangalore,5.0,Not Disclosed,1.0,2.0,,
Data Analyst,Confidential,2-7 Yrs,Bangalore,Not Rated,Not Disclosed,2.0,7.0,,
Data Analyst,Vgminds Techstudios,1-4 Yrs,Bangalore,4.4,Not Disclosed,1.0,4.0,,
Data Analyst,Indium Software,2-5 Yrs,Bangalore,4.1,Not Disclosed,2.0,5.0,,
Data Analyst,Indium Software,2-5 Yrs,Bangalore,4.1,Not Disclosed,2.0,5.0,,
Data Analyst,Indium Software,2-4 Yrs,Bangalore,4.1,Not Disclosed,2.0,4.0,,
Data Analyst,Ixie Gaming,1-3 Yrs,Bangalore,3.6,Not Disclosed,1.0,3.0,,
Data Analyst,Reuters,2-5 Yrs,Bangalore,4.0,Not Disclosed,2.0,5.0,,
Data Analyst,M360 Research,5-7 Yrs,Bangalore,3.6,Not Disclosed,5.0,7.0,,
Data Analyst,Xpheno,2-4 Yrs,Bangalore,3.6,Not Disclosed,2.0,4.0,,
Data Analyst,Rehoboth Academic Services,2-7 Yrs,Bangalore,2.1,Not Disclosed,2.0,7.0,,
Data Analyst,Q-DAT IT SOLUTIONS PVT. LTD.,2-5 Yrs,Bangalore,4.2,Not Disclosed,2.0,5.0,,
Data Analyst,Confidential,2-6 Yrs,Bangalore,Not Rated,Not Disclosed,2.0,6.0,,
Data Analyst,Indium Software,3-5 Yrs,Bangalore,4.1,Not Disclosed,3.0,5.0,,
DATA ANALYST,Diverse Lynx,4-9 Yrs,Bangalore,3.8,Not Disclosed,4.0,9.0,,
Data Analyst,Drishtee Development And Communication,4-9 Yrs,Bangalore,3.6,Not Disclosed,4.0,9.0,,
Data Analyst,Unitforce Technologies Consulting,6-11 Yrs,Bangalore,3.3,Not Disclosed,6.0,11.0,,
Data Analyst,London Stock Exchange Group (LSEG),0-4 Yrs,Bangalore,4.0,Not Disclosed,0.0,4.0,,
Data Analyst,Colliers,2-6 Yrs,Bangalore,4.0,Disclosed,2.0,6.0,3.0,6.0
Data Analyst,Confidential,0-5 Yrs,Remote,Not Rated,Disclosed,0.0,5.0,2.0,3.0
Data Analyst,Confidential,1-4 Yrs,Bangalore,Not Rated,Not Disclosed,1.0,4.0,,
Data Analyst,Confidential,8-13 Yrs,"New Delhi, Bangalore",Not Rated,Disclosed,8.0,13.0,14.0,24.0
Data Analyst,Bsharp,1-3 Yrs,Bangalore,4.1,Not Disclosed,1.0,3.0,,
Data Analyst,Confidential,3-8 Yrs,Bangalore,Not Rated,Not Disclosed,3.0,8.0,,
Data Analyst,Prometheus Consulting,2-3 Yrs,Bangalore,1.7,Not Disclosed,2.0,3.0,,
Data Analyst,Sumeru Digital Solutions,2-6 Yrs,Bangalore,3.9,Not Disclosed,2.0,6.0,,
Data Analyst,Confidential,6-9 Yrs,Bangalore,Not Rated,Disclosed,6.0,9.0,15.0,22.5
Data Analyst,Confidential,2-5 Yrs,Bangalore,Not Rated,Not Disclosed,2.0,5.0,,
Data Analyst,Confidential,3-8 Yrs,"New Delhi, Bangalore",Not Rated,Not Disclosed,3.0,8.0,,
Data Analyst,Confidential,5-8 Yrs,Bangalore,Not Rated,Not Disclosed,5.0,8.0,,
Data Analyst,Confidential,5-7 Yrs,Bangalore,Not Rated,Not Disclosed,5.0,7.0,,
Data Analyst,Confidential,5-10 Yrs,Bangalore,Not Rated,Not Disclosed,5.0,10.0,,
Data Analyst,Confidential,3-7 Yrs,Bangalore,Not Rated,Not Disclosed,3.0,7.0,,
Data Analyst,Itday,5-7 Yrs,Bangalore,4.7,Not Disclosed,5.0,7.0,,
Data Analyst,Confidential,6-9 Yrs,"New Delhi, Pune, Bangalore",Not Rated,Not Disclosed,6.0,9.0,,
Data Analyst,Element Infomatics,5-10 Yrs,Bangalore,3.3,Not Disclosed,5.0,10.0,,
Data Analyst,Confidential,3-7 Yrs,Bangalore,Not Rated,Not Disclosed,3.0,7.0,,
Data Analyst,Deutsche Bank,2-7 Yrs,Bangalore,3.9,Not Disclosed,2.0,7.0,,
Data Analyst,Deutsche Bank,0-5 Yrs,Bangalore,3.9,Not Disclosed,0.0,5.0,,
Data Analyst,Confidential,2-5 Yrs,Bangalore,Not Rated,Disclosed,2.0,5.0,10.0,15.0
Data Analyst,Capco,0-1 Yrs,Bangalore,3.7,Not Disclosed,0.0,1.0,,
Data Analyst,Confidential,0-2 Yrs,Bangalore,Not Rated,Disclosed,0.0,2.0,2.5,3.5
Data Analyst,Deutsche Bank,3-8 Yrs,Bangalore,3.9,Not Disclosed,3.0,8.0,,
Data Analyst,Confidential,1-2 Yrs,Bangalore,Not Rated,Disclosed,1.0,2.0,3.5,4.5
Data Analyst,Infineon,1-3 Yrs,Bangalore,3.9,Not Disclosed,1.0,3.0,,
Data Analyst,Confidential,4-5 Yrs,Bangalore,Not Rated,Disclosed,4.0,5.0,15.0,20.0
Data Analyst,Confidential,2-5 Yrs,Bangalore,Not Rated,Not Disclosed,2.0,5.0,,
Data Analyst,Highpoints Technologies India,2-3 Yrs,Bangalore,4.9,Not Disclosed,2.0,3.0,,
Data Analyst,Highpoints Technologies India,2-5 Yrs,Bangalore,4.9,Not Disclosed,2.0,5.0,,
Data Analyst,CME Group,7-12 Yrs,Bangalore,4.4,Not Disclosed,7.0,12.0,,
Data Analyst,Confidential,5-10 Yrs,Remote,Not Rated,Not Disclosed,5.0,10.0,,
Data Analyst,NetApp,5-8 Yrs,Bangalore,3.9,Not Disclosed,5.0,8.0,,
Data Analyst,Confidential,2-5 Yrs,Bangalore,Not Rated,Not Disclosed,2.0,5.0,,
Data Analyst,Nthinsight,3-8 Yrs,Bangalore,4.0,Not Disclosed,3.0,8.0,,
Data Analyst,Confidential,9-12 Yrs,Bangalore,Not Rated,Not Disclosed,9.0,12.0,,
Data Analyst,Newt Global,3-8 Yrs,Bangalore,4.0,Not Disclosed,3.0,8.0,,
Data Analyst,Confidential,7-12 Yrs,Bangalore,Not Rated,Not Disclosed,7.0,12.0,,
"SENIOR, DATA ANALYST",Walmart,2-10 Yrs,Bangalore,3.8,Not Disclosed,2.0,10.0,,
Data Analyst,Clarivate,1-4 Yrs,Bangalore,3.8,Not Disclosed,1.0,4.0,,
Data Analyst,Confidential,0-1 Yrs,"New Delhi, Pune, Bangalore",Not Rated,Not Disclosed,0.0,1.0,,
Data Analyst,Confidential,,Bangalore,Not Rated,Disclosed,,,,
Data Analyst,Infineon,1-3 Yrs,Bangalore,3.9,Not Disclosed,1.0,3.0,,
Data Analyst,Fedex Express Transportation And Supply Chain Serv Ices (i),4-7 Yrs,"New Delhi, Bangalore",4.0,Not Disclosed,4.0,7.0,,
Data Analyst,Confidential,3-5 Yrs,Bangalore,Not Rated,Not Disclosed,3.0,5.0,,
Data Analyst,Confidential,4-9 Yrs,"New Delhi, Pune, Bangalore",Not Rated,Disclosed,4.0,9.0,7.0,14.0
Data Analyst,Accolite Software India Pvt Ltd,3-8 Yrs,Bangalore,3.5,Not Disclosed,3.0,8.0,,
Data Analyst,Confidential,2-4 Yrs,Bangalore,Not Rated,Not Disclosed,2.0,4.0,,
Data Analyst,Confidential,2-4 Yrs,Bangalore,Not Rated,Not Disclosed,2.0,4.0,,
Data Analyst,Confidential,6-11 Yrs,Bangalore,Not Rated,Not Disclosed,6.0,11.0,,
Data Analyst,Capco,4-8 Yrs,Bangalore,3.7,Not Disclosed,4.0,8.0,,
Data Analyst,Capco,4-8 Yrs,"New Delhi, Pune, Bangalore",3.7,Not Disclosed,4.0,8.0,,
Data Analyst,Capco,8-12 Yrs,"New Delhi, Pune, Bangalore",3.7,Not Disclosed,8.0,12.0,,
Data Analyst,Confidential,8-9 Yrs,Bangalore,Not Rated,Not Disclosed,8.0,9.0,,
Data Analyst,NetApp,8-12 Yrs,Bangalore,3.9,Not Disclosed,8.0,12.0,,
Data Analyst,Confidential,5-10 Yrs,Bangalore,Not Rated,Not Disclosed,5.0,10.0,,
Data Analyst,Analytics Saves At Work India,5-8 Yrs,Bangalore,4.0,Not Disclosed,5.0,8.0,,
Data Analyst,Confidential,10-16 Yrs,Bangalore,Not Rated,Not Disclosed,10.0,16.0,,
Data Analyst,Peroptyx,0-5 Yrs,Remote,3.0,Disclosed,0.0,5.0,,
Data Analyst,Flipkart,1-2 Yrs,Bangalore,4.0,Disclosed,1.0,2.0,3.25,5.5
Data Analyst,Confidential,0-1 Yrs,Bangalore,Not Rated,Not Disclosed,0.0,1.0,,
Data Analyst,Moodys Investors Service,0-5 Yrs,Bangalore,4.1,Not Disclosed,0.0,5.0,,
Data Analyst,Confidential,,"New Delhi, Pune, Bangalore",Not Rated,Disclosed,,,,
Data Analyst,Robas Research,0-2 Yrs,Bangalore,2.5,Not Disclosed,0.0,2.0,,
Data Analyst,Infosys,2-6 Yrs,Bangalore,3.6,Not Disclosed,2.0,6.0,,
Data Analyst,Confidential,0-1 Yrs,Bangalore,Not Rated,Not Disclosed,0.0,1.0,,
Data Analysis Intern (Marketing),Acowale Technologies,,Bangalore,3.5,Disclosed,,,,
Data Analyst,Saveo,,Bangalore,3.1,Disclosed,,,,
Data Analyst,Clarivate,2-5 Yrs,Bangalore,3.8,Not Disclosed,2.0,5.0,,
Data Analyst,Clarivate,2-10 Yrs,Bangalore,3.8,Not Disclosed,2.0,10.0,,
Data Analyst,Capco,4-8 Yrs,Bangalore,3.7,Not Disclosed,4.0,8.0,,
Data Analyst,Capco,4-8 Yrs,"New Delhi, Pune, Bangalore",3.7,Not Disclosed,4.0,8.0,,
Data Analyst,Capco,4-8 Yrs,Bangalore,3.7,Not Disclosed,4.0,8.0,,
Data Analyst,Tokopedia,3-8 Yrs,Bangalore,4.0,Not Disclosed,3.0,8.0,,
Data Analyst,Capco,7-8 Yrs,"New Delhi, Pune, Bangalore",3.7,Not Disclosed,7.0,8.0,,
Data Analyst,Visa,5-10 Yrs,Bangalore,3.5,Not Disclosed,5.0,10.0,,
Data Analyst,Gojek,4-10 Yrs,Bangalore,3.7,Not Disclosed,4.0,10.0,,
Data Engineer,Confidential,8-13 Yrs,Bangalore,Not Rated,Not Disclosed,8.0,13.0,,
Data Analyst,K12 Techno Services,,Bangalore,2.9,Disclosed,,,,
Data Analyst,Deutsche Bank,2-4 Yrs,Bangalore,3.9,Not Disclosed,2.0,4.0,,
Data Analyst,Infosys,2-6 Yrs,Bangalore,3.6,Not Disclosed,2.0,6.0,,
Sr. Associate- Data Analysis and Operations,Confidential,2-4 Yrs,Bangalore,Not Rated,Not Disclosed,2.0,4.0,,
Data Analyst,Confidential,3-8 Yrs,Bangalore,Not Rated,Disclosed,3.0,8.0,5.5,13.0
Data Analyst,Monrow Shoes,2-4 Yrs,Bangalore,2.9,Not Disclosed,2.0,4.0,,
Data Analyst,JPMorgan Chase Bank,3-9 Yrs,Bangalore,4.0,Not Disclosed,3.0,9.0,,
Data Analyst,Infosys,3-5 Yrs,Bangalore,3.6,Not Disclosed,3.0,5.0,,
Data Analyst,Katalon,2-6 Yrs,Bangalore,1.5,Not Disclosed,2.0,6.0,,
Data Analyst,Confidential,2-4 Yrs,Bangalore,Not Rated,Not Disclosed,2.0,4.0,,
Data Analyst,Zetwerk,4-6 Yrs,Bangalore,4.1,Not Disclosed,4.0,6.0,,
Data Analyst,Fort Technologies,2-5 Yrs,"New Delhi, Pune, Bangalore",4.7,Not Disclosed,2.0,5.0,,
Data Analyst,Confidential,3-6 Yrs,Bangalore,Not Rated,Not Disclosed,3.0,6.0,,
Data Analyst,Levi Strauss &amp;amp; Co.,3-6 Yrs,Bangalore,4.3,Not Disclosed,3.0,6.0,,
Data Analyst,Electricpe,5-7 Yrs,Bangalore,3.7,Not Disclosed,5.0,7.0,,
Data Analyst,Aptus Data Labs,2-7 Yrs,Bangalore,2.8,Not Disclosed,2.0,7.0,,
Data Analyst,Epam Systems,6-10 Yrs,Bangalore,3.8,Not Disclosed,6.0,10.0,,
Data Analyst,Infosys,5-8 Yrs,Bangalore,3.6,Not Disclosed,5.0,8.0,,
