Job Title,Company,Experience Required,Location,Rating,Salary Disclosure,Min Experience,Max Experience,Min Salary,Max Salary
Data Scientist,Emerson Network Power,3-5 Yrs,Pune,4.0,Not Disclosed,3.0,5.0,,
Data Scientist,Emerson Network Power,4-8 Yrs,Pune,4.0,Not Disclosed,4.0,8.0,,
data scientist,Confidential,2-7 Yrs,"New Delhi, Pune, Bangalore",Not Rated,Not Disclosed,2.0,7.0,,
Data Scientist,Confidential,7-10 Yrs,"Pune, Bangalore",Not Rated,Not Disclosed,7.0,10.0,,
Data Scientist,Omnibridge,4-5 Yrs,Pune,4.5,Not Disclosed,4.0,5.0,,
Data Scientist,Globant,4-9 Yrs,Pune,3.8,Not Disclosed,4.0,9.0,,
Data Scientist,The It Mind Services,4-12 Yrs,"New Delhi, Pune, Bangalore",3.7,Not Disclosed,4.0,12.0,,
Data Scientist,Confidential,4-8 Yrs,Pune,Not Rated,Not Disclosed,4.0,8.0,,
Data Scientist,Confidential,4-8 Yrs,"Pune, Bangalore",Not Rated,Not Disclosed,4.0,8.0,,
Data Scientist,Confidential,1-5 Yrs,Pune,Not Rated,Not Disclosed,1.0,5.0,,
Data Scientist,Maxima Consulting,7-12 Yrs,Remote,3.9,Disclosed,7.0,12.0,15.0,30.0
Data Scientist,Deeptek,3-7 Yrs,Pune,3.2,Not Disclosed,3.0,7.0,,
Data Scientist,Enthralltech Pvt. Ltd.,2-5 Yrs,Pune,2.7,Not Disclosed,2.0,5.0,,
Data Scientist,Hitachi Solutions,2-5 Yrs,Pune,3.9,Not Disclosed,2.0,5.0,,
Data Scientist,Crif Solutions,6-9 Yrs,Pune,3.3,Disclosed,6.0,9.0,15.0,30.0
Data Scientist,Agco Corporation,2-6 Yrs,Pune,4.4,Not Disclosed,2.0,6.0,,
Data Scientist,Maxima Consulting,5-10 Yrs,Remote,3.9,Disclosed,5.0,10.0,15.0,25.0
Data Scientist,Gforce Consulting Solutions,3-8 Yrs,"New Delhi, Pune",4.2,Not Disclosed,3.0,8.0,,
Data Scientist,Hitachi Solutions,3-7 Yrs,Pune,3.9,Not Disclosed,3.0,7.0,,
Data Scientist,Scry Analytics,3-5 Yrs,"New Delhi, Pune",4.1,Not Disclosed,3.0,5.0,,
Data Scientist,Confidential,3-6 Yrs,Pune,Not Rated,Not Disclosed,3.0,6.0,,
Data Scientist,Velotio Technologies,5-8 Yrs,Pune,4.6,Not Disclosed,5.0,8.0,,
Data Scientist,Snva Ventures,5-8 Yrs,Pune,3.8,Not Disclosed,5.0,8.0,,
Data Scientist,Snva Ventures,5-8 Yrs,Pune,3.8,Not Disclosed,5.0,8.0,,
Data Scientist,Redbixbite,3-5 Yrs,Pune,5.0,Not Disclosed,3.0,5.0,,
Data Scientist,Diverse Lynx,4-7 Yrs,Pune,3.8,Not Disclosed,4.0,7.0,,
Data Scientist,Automationedge,4-8 Yrs,Pune,2.9,Not Disclosed,4.0,8.0,,
Data Scientist,The Product Guys,5-7 Yrs,Pune,4.2,Not Disclosed,5.0,7.0,,
Data Scientist,Wissda Consulting,7-12 Yrs,Pune,4.2,Not Disclosed,7.0,12.0,,
Data Scientist,Prgx India,1-3 Yrs,Pune,3.5,Not Disclosed,1.0,3.0,,
Data Scientist,Diverse Lynx,2-7 Yrs,Pune,3.8,Not Disclosed,2.0,7.0,,
Data Scientist,Areete Business Solutions,1-4 Yrs,Pune,3.1,Not Disclosed,1.0,4.0,,
Data Scientist,Confidential,7-12 Yrs,Pune,Not Rated,Disclosed,7.0,12.0,25.0,30.0
Data Analyst,Confidential,6-10 Yrs,Pune,Not Rated,Disclosed,6.0,10.0,18.0,20.0
Data Scientist,Diverse Lynx,2-7 Yrs,Pune,3.8,Not Disclosed,2.0,7.0,,
Data Scientist,Confidential,8-12 Yrs,"Pune, Bangalore",Not Rated,Disclosed,8.0,12.0,20.0,35.0
Data Scientist,Infosys,9-14 Yrs,"Pune, Bangalore",3.6,Not Disclosed,9.0,14.0,,
Data Scientist,Confidential,3-6 Yrs,Pune,Not Rated,Not Disclosed,3.0,6.0,,
Data Scientist,Confidential,2-4 Yrs,Pune,Not Rated,Not Disclosed,2.0,4.0,,
Data Scientist,Fractal Analytics,11-15 Yrs,"New Delhi, Pune, Bangalore",4.0,Not Disclosed,11.0,15.0,,
Data Scientist,Confidential,2-7 Yrs,Pune,Not Rated,Not Disclosed,2.0,7.0,,
Data Scientist,Fractal Analytics,5-10 Yrs,"New Delhi, Pune, Bangalore",4.0,Not Disclosed,5.0,10.0,,
Data Scientist,Confidential,2-7 Yrs,Pune,Not Rated,Not Disclosed,2.0,7.0,,
Data Scientist,Lentra Ai,3-8 Yrs,Pune,2.8,Not Disclosed,3.0,8.0,,
Data Scientist,Confidential,9-14 Yrs,Pune,Not Rated,Not Disclosed,9.0,14.0,,
Data Scientist,Ecolibrium Energy,4-5 Yrs,Pune,4.3,Not Disclosed,4.0,5.0,,
Data Scientist,Lingaro Sp Z Oo,8-13 Yrs,"New Delhi, Pune, Bangalore",4.2,Not Disclosed,8.0,13.0,,
Data Scientist,Mindstix Software Labs,5-10 Yrs,Pune,3.3,Not Disclosed,5.0,10.0,,
Data Scientist,Sankey Business Solutions,6-11 Yrs,Pune,3.7,Not Disclosed,6.0,11.0,,
Data Engineer,Confidential,3-7 Yrs,"New Delhi, Pune, Bangalore",Not Rated,Disclosed,3.0,7.0,15.0,30.0
Data Scientist,Birdeye,5-9 Yrs,"New Delhi, Pune, Bangalore",3.2,Disclosed,5.0,9.0,37.5,55.0
Data Scientist,Confidential,5-10 Yrs,Pune,Not Rated,Disclosed,5.0,10.0,15.0,30.0
Data Scientist,Ericsson,9-17 Yrs,Pune,4.1,Not Disclosed,9.0,17.0,,
Data Scientist,Sensorflow,3-7 Yrs,"New Delhi, Pune, Bangalore",4.0,Not Disclosed,3.0,7.0,,
Data Analyst,Confidential,7-10 Yrs,Pune,Not Rated,Not Disclosed,7.0,10.0,,
Data Scientist,FIS,5-6 Yrs,Pune,3.9,Not Disclosed,5.0,6.0,,
Data Scientist,FIS,5-6 Yrs,Pune,3.9,Not Disclosed,5.0,6.0,,
Data Scientist,Medtronic,5-8 Yrs,Pune,4.1,Not Disclosed,5.0,8.0,,
Data Scientist,Zensar,5-7 Yrs,Pune,3.7,Not Disclosed,5.0,7.0,,
Data Scientist,Confidential,5-8 Yrs,Pune,Not Rated,Not Disclosed,5.0,8.0,,
Data Scientist,Globant,4-9 Yrs,"Pune, Bangalore",3.8,Not Disclosed,4.0,9.0,,
Data Scientist,Epam Systems,5-8 Yrs,"Pune, Bangalore",3.8,Not Disclosed,5.0,8.0,,
Data Scientist,Mastercard,10-12 Yrs,Pune,4.0,Not Disclosed,10.0,12.0,,
Data Scientist,UST,7-12 Yrs,"Pune, Bangalore",3.8,Not Disclosed,7.0,12.0,,
Data Scientist,Hilabs,5-7 Yrs,Pune,4.2,Not Disclosed,5.0,7.0,,
Data Scientist,Infobeans,10-15 Yrs,Pune,3.6,Not Disclosed,10.0,15.0,,
Data Scientist,Epam Systems,5-8 Yrs,Pune,3.8,Not Disclosed,5.0,8.0,,
Data Scientist,Epam Systems,8-12 Yrs,Pune,3.8,Not Disclosed,8.0,12.0,,
Data Scientist,Medline,6-10 Yrs,Pune,4.0,Not Disclosed,6.0,10.0,,
Data Engineer,Confidential,3-7 Yrs,"New Delhi, Pune, Bangalore",Not Rated,Disclosed,3.0,7.0,15.0,30.0
Data Scientist,Confidential,,Pune,Not Rated,Disclosed,,,,
Data Scientist,Vmock,3-6 Yrs,"New Delhi, Pune, Bangalore",2.5,Not Disclosed,3.0,6.0,,
Data Scientist,Michelin,10-16 Yrs,Pune,3.9,Not Disclosed,10.0,16.0,,
Data Scientist,Confidential,5-10 Yrs,Pune,Not Rated,Disclosed,5.0,10.0,10.0,17.0
Data Scientist,Tata Technologies,4-7 Yrs,Pune,3.6,Not Disclosed,4.0,7.0,,
Data Scientist,Enlink,2-5 Yrs,"Pune, Bangalore",3.3,Not Disclosed,2.0,5.0,,
Data Scientist,Confidential,10-18 Yrs,Pune,Not Rated,Not Disclosed,10.0,18.0,,
Data Scientist,Go Digital Technology Consulting,4-7 Yrs,Pune,3.4,Not Disclosed,4.0,7.0,,
Data Scientist,Confidential,3-7 Yrs,"New Delhi, Pune, Bangalore",Not Rated,Not Disclosed,3.0,7.0,,
Data Scientist,Michelin,6-11 Yrs,Pune,3.9,Not Disclosed,6.0,11.0,,
Data Scientist,Lingaro Sp Z Oo,5-7 Yrs,"New Delhi, Pune, Bangalore",4.2,Not Disclosed,5.0,7.0,,
Data Scientist,Confidential,5-10 Yrs,"Pune, Bangalore",Not Rated,Not Disclosed,5.0,10.0,,
Data Scientist,Binance,6-11 Yrs,"New Delhi, Pune, Bangalore",3.6,Not Disclosed,6.0,11.0,,
Data Scientist,Hilabs,5-7 Yrs,Pune,4.2,Not Disclosed,5.0,7.0,,
Data Scientist,Cradlepoint,6-11 Yrs,Pune,3.2,Not Disclosed,6.0,11.0,,
Data Scientist,Neal Analytics,4-9 Yrs,"New Delhi, Pune, Bangalore",3.5,Not Disclosed,4.0,9.0,,
Data Scientist,Relx Group,4-9 Yrs,"New Delhi, Pune, Bangalore",3.7,Not Disclosed,4.0,9.0,,
Data Scientist,Neal Analytics,11-15 Yrs,"New Delhi, Pune, Bangalore",3.5,Not Disclosed,11.0,15.0,,
Data Scientist,Prismforce,5-9 Yrs,"Pune, Bangalore",3.8,Not Disclosed,5.0,9.0,,
Data Analyst,Confidential,0-2 Yrs,"New Delhi, Pune",Not Rated,Disclosed,0.0,2.0,2.5,3.5
Data Scientist,Tvarit Gmbh,8-12 Yrs,Pune,3.2,Disclosed,8.0,12.0,30.0,40.0
Data Scientist,Tvarit Gmbh,5-10 Yrs,Pune,3.2,Disclosed,5.0,10.0,25.0,35.0
Data Scientist,Confidential,5-10 Yrs,"New Delhi, Pune",Not Rated,Disclosed,5.0,10.0,20.0,25.0
Data Scientist,Lemongrass Product Development,2-5 Yrs,"New Delhi, Pune, Bangalore",3.2,Not Disclosed,2.0,5.0,,
Data Scientist,Justified Advertising Software Services India Digital,2-5 Yrs,"New Delhi, Pune, Bangalore",3.2,Not Disclosed,2.0,5.0,,
Data Scientist,Confidential,5-10 Yrs,Pune,Not Rated,Disclosed,5.0,10.0,10.0,17.0
Data Scientist,Cloudcover Consultancy,3-9 Yrs,Pune,3.7,Not Disclosed,3.0,9.0,,
Data Scientist,Emerson,10-12 Yrs,Pune,4.1,Not Disclosed,10.0,12.0,,
Data Scientist,NI India,10-12 Yrs,Pune,4.8,Not Disclosed,10.0,12.0,,
Data Scientist,Xenneo Tech,4-9 Yrs,"New Delhi, Pune",2.2,Not Disclosed,4.0,9.0,,
Data Scientist,Confidential,4-9 Yrs,Pune,Not Rated,Not Disclosed,4.0,9.0,,
Data Scientist,Tredence,5-8 Yrs,Pune,3.6,Not Disclosed,5.0,8.0,,
Data Scientist,Innoplexus,5-10 Yrs,Pune,4.0,Not Disclosed,5.0,10.0,,
Data Scientist,Ewave,4-8 Yrs,Pune,4.5,Not Disclosed,4.0,8.0,,
Data Scientist,Confidential,4-8 Yrs,Pune,Not Rated,Not Disclosed,4.0,8.0,,
Data Scientist,Softtech Engineers,8-12 Yrs,Pune,3.9,Not Disclosed,8.0,12.0,,
Data Scientist,Deepintent,5-9 Yrs,Pune,3.7,Not Disclosed,5.0,9.0,,
Data Scientist,Tvarit Gmbh,4-9 Yrs,Pune,3.2,Not Disclosed,4.0,9.0,,
Data Scientist,Infocusp Innovations,4-8 Yrs,Pune,4.1,Not Disclosed,4.0,8.0,,
Data Analyst,Rockwell Automation,0-5 Yrs,"New Delhi, Pune, Bangalore",3.8,Not Disclosed,0.0,5.0,,
Data Scientist,Upswing Cognitive Hospitality Solutions Private Li Mited,2-4 Yrs,Pune,2.8,Disclosed,2.0,4.0,5.0,8.0
Data Scientist,Zensar,2-4 Yrs,Pune,3.7,Not Disclosed,2.0,4.0,,
Data Scientist,BNY,4-6 Yrs,Pune,3.9,Not Disclosed,4.0,6.0,,
Data Scientist,Aera Software Technology,3-10 Yrs,Pune,4.3,Not Disclosed,3.0,10.0,,
Data Scientist,Confidential,,"New Delhi, Pune, Bangalore",Not Rated,Disclosed,,,,
Data Scientist,Verantos,3-7 Yrs,"New Delhi, Pune, Bangalore",5.0,Not Disclosed,3.0,7.0,,
Data Scientist,NI India,3-7 Yrs,Pune,4.8,Not Disclosed,3.0,7.0,,
Data Scientist,Relx Group,3-7 Yrs,"New Delhi, Pune, Bangalore",3.7,Not Disclosed,3.0,7.0,,
Data Scientist,Upwork,4-8 Yrs,Pune,4.4,Not Disclosed,4.0,8.0,,
Data Scientist,Emerson,3-7 Yrs,Pune,4.1,Not Disclosed,3.0,7.0,,
Data Scientist,Aera Software Technology,5-8 Yrs,Pune,4.3,Not Disclosed,5.0,8.0,,
Data Scientist,Equifax Credit Information Services Private Limited,7-10 Yrs,Pune,3.3,Not Disclosed,7.0,10.0,,
Data Scientist,Branch Metrics,3-7 Yrs,"New Delhi, Pune, Bangalore",3.0,Not Disclosed,3.0,7.0,,
Data Scientist,FIS,10-16 Yrs,Pune,3.9,Not Disclosed,10.0,16.0,,
Data Scientist,Lemma Technologies,10-15 Yrs,Pune,3.3,Not Disclosed,10.0,15.0,,
Data Scientist,Confidential,5-8 Yrs,Pune,Not Rated,Not Disclosed,5.0,8.0,,
Data Scientist,Confidential,4-9 Yrs,"New Delhi, Pune, Bangalore",Not Rated,Not Disclosed,4.0,9.0,,
SENIOR DATA SCIENTIST ( DEEP LEARNING / NLP ),Augusta Infotech,10-13 Yrs,Pune,4.2,Not Disclosed,10.0,13.0,,
Data Scientist,Demandbase,5-7 Yrs,Pune,4.1,Not Disclosed,5.0,7.0,,
Data Engineer,Confidential,0-2 Yrs,"New Delhi, Pune, Bangalore",Not Rated,Not Disclosed,0.0,2.0,,
Data Engineer,Baker Hughes,0-3 Yrs,"Pune, Bangalore",4.0,Not Disclosed,0.0,3.0,,
Data Analyst,Digital Glyde,0-3 Yrs,"New Delhi, Pune, Bangalore",3.7,Not Disclosed,0.0,3.0,,
Data Analyst,Foundation Ai,0-5 Yrs,"New Delhi, Pune, Bangalore",3.6,Not Disclosed,0.0,5.0,,
Data Engineer,ZS,0-3 Yrs,Pune,3.4,Not Disclosed,0.0,3.0,,
Data Engineer,SG Analytics,5-10 Yrs,"New Delhi, Pune, Bangalore",3.1,Disclosed,5.0,10.0,15.0,30.0
Data Engineer,Oracle,3-5 Yrs,"New Delhi, Pune, Bangalore",3.7,Not Disclosed,3.0,5.0,,
Data Engineer,Capco,7-12 Yrs,"New Delhi, Pune, Bangalore",3.7,Not Disclosed,7.0,12.0,,
Data Scientist,Antuit,3-8 Yrs,Pune,2.2,Not Disclosed,3.0,8.0,,
Data Analyst,Zensar,4-8 Yrs,"New Delhi, Pune, Bangalore",3.7,Not Disclosed,4.0,8.0,,
Data Engineer,Medline India Pvt Ltd,10-20 Yrs,Pune,4.0,Not Disclosed,10.0,20.0,,
Data Analyst,Mastercard,5-9 Yrs,Pune,4.0,Not Disclosed,5.0,9.0,,
Data Engineer,Medline,4-8 Yrs,Pune,4.0,Not Disclosed,4.0,8.0,,
Data Engineer,Hsbc,7-11 Yrs,Pune,4.0,Not Disclosed,7.0,11.0,,
Data Engineer,Nagarro,5-7 Yrs,"Pune, Bangalore",4.0,Not Disclosed,5.0,7.0,,
Data Engineer,Capgemini,5-10 Yrs,"Pune, Bangalore",3.7,Not Disclosed,5.0,10.0,,
Data Engineer,Globallogic,5-10 Yrs,"New Delhi, Pune, Bangalore",3.6,Not Disclosed,5.0,10.0,,
Data Engineer,Yash Technologies,10-12 Yrs,Pune,3.8,Not Disclosed,10.0,12.0,,
Data Engineer,Impetus Technologies,8-11 Yrs,"New Delhi, Pune, Bangalore",3.5,Not Disclosed,8.0,11.0,,
Data Engineer,Accenture,5-10 Yrs,Pune,3.9,Not Disclosed,5.0,10.0,,
Data Engineer,Henson Group,0-1 Yrs,"Pune, Bangalore",3.6,Not Disclosed,0.0,1.0,,
Data Analyst,JPMorgan Chase Bank,2-5 Yrs,"New Delhi, Pune, Bangalore",4.0,Not Disclosed,2.0,5.0,,
Data Analyst,JPMorgan Chase Bank,2-5 Yrs,"New Delhi, Pune, Bangalore",4.0,Not Disclosed,2.0,5.0,,
Data Analyst,Confidential,0-1 Yrs,"New Delhi, Pune, Bangalore",Not Rated,Not Disclosed,0.0,1.0,,
Data Scientist,Aera Software Technology,,Pune,4.3,Disclosed,,,,
Data Engineer,A.P. Moller Maersk,2-4 Yrs,"Pune, Bangalore",4.2,Not Disclosed,2.0,4.0,,
Data Analyst,Infobahn Softworld,2-5 Yrs,"New Delhi, Pune, Bangalore",3.5,Not Disclosed,2.0,5.0,,
Data Engineer,Fractal Analytics,1-7 Yrs,"New Delhi, Pune, Bangalore",4.0,Not Disclosed,1.0,7.0,,
Data Engineer,Bajaj Finserv Ltd.,3-5 Yrs,Pune,3.4,Not Disclosed,3.0,5.0,,
Data Engineer,Photon,2-5 Yrs,"New Delhi, Pune, Bangalore",4.0,Not Disclosed,2.0,5.0,,
Data Analyst,Capco,3-6 Yrs,"New Delhi, Pune, Bangalore",3.7,Not Disclosed,3.0,6.0,,
Data Analyst,MSys Technologies,3-6 Yrs,"New Delhi, Pune, Bangalore",4.0,Not Disclosed,3.0,6.0,,
Data Engineer,Confidential,2-6 Yrs,"Pune, Bangalore",Not Rated,Not Disclosed,2.0,6.0,,
Data Engineer,Baker Hughes,3-8 Yrs,"Pune, Bangalore",4.0,Not Disclosed,3.0,8.0,,
Data Analyst,Protiviti India,3-5 Yrs,"Pune, Bangalore",3.2,Not Disclosed,3.0,5.0,,
Data Engineer,Capco,7-12 Yrs,"Pune, Bangalore",3.7,Disclosed,7.0,12.0,12.0,22.0
Data Engineer,Confidential,2-5 Yrs,"Pune, Bangalore",Not Rated,Not Disclosed,2.0,5.0,,
Data Engineer,Merck Sharp & Dohme (MSD),8-10 Yrs,Pune,4.1,Not Disclosed,8.0,10.0,,
Data Engineer,Merck Sharp & Dohme (MSD),8-13 Yrs,Pune,4.1,Not Disclosed,8.0,13.0,,
Data Engineer,Deutsche Bank,5-7 Yrs,Pune,3.9,Not Disclosed,5.0,7.0,,
Data Engineer,Confidential,0-1 Yrs,"New Delhi, Pune, Bangalore",Not Rated,Not Disclosed,0.0,1.0,,
Data Engineer,"KSB Tech Pvt Ltd, Pune",0-2 Yrs,Pune,3.9,Not Disclosed,0.0,2.0,,
Data Engineer,Alphagrep Securities,0-1 Yrs,"New Delhi, Pune, Bangalore",3.2,Not Disclosed,0.0,1.0,,
Data Analyst,Deutsche Bank,6-10 Yrs,Pune,3.9,Not Disclosed,6.0,10.0,,
Data Analyst,Confidential,,"New Delhi, Pune, Bangalore",Not Rated,Disclosed,,,,
Data Engineer,Confidential,0-2 Yrs,Pune,Not Rated,Not Disclosed,0.0,2.0,,
Data Engineer,Beinex,0-1 Yrs,"New Delhi, Pune, Bangalore",3.3,Not Disclosed,0.0,1.0,,
Data Engineer,Hsbc,6-10 Yrs,Pune,4.0,Not Disclosed,6.0,10.0,,
data analyst,Confidential,2-4 Yrs,"Pune, Bangalore",Not Rated,Not Disclosed,2.0,4.0,,
Data Analyst,Protiviti India,3-7 Yrs,"Pune, Bangalore",3.2,Not Disclosed,3.0,7.0,,
Data modeler Lead,Altimetrik,8-13 Yrs,"Pune, Bangalore",3.8,Not Disclosed,8.0,13.0,,
Data Engineer,Medtronic,16-18 Yrs,Pune,4.1,Not Disclosed,16.0,18.0,,
Data Engineer,Deutsche Bank,10-15 Yrs,Pune,3.9,Not Disclosed,10.0,15.0,,
Data Analyst,Deutsche Bank,10-15 Yrs,Pune,3.9,Not Disclosed,10.0,15.0,,
LEAD ENGINEER - DATA SCIENCE,Sasken Technologies,5-8 Yrs,"New Delhi, Pune, Bangalore",3.8,Not Disclosed,5.0,8.0,,
Data Engineer,Accenture,3-8 Yrs,Pune,3.9,Not Disclosed,3.0,8.0,,
Data Engineer,Impetus Technologies,3-6 Yrs,"New Delhi, Pune, Bangalore",3.5,Not Disclosed,3.0,6.0,,
Data Engineer,Oracle,10-12 Yrs,"New Delhi, Pune, Bangalore",3.7,Not Disclosed,10.0,12.0,,
Data Analyst,Capgemini,4-9 Yrs,Pune,3.7,Not Disclosed,4.0,9.0,,
Data Engineer,Wipro,5-10 Yrs,"Pune, Bangalore",3.7,Not Disclosed,5.0,10.0,,
Data Scientist,Myntra,0-5 Yrs,Bangalore,4.0,Not Disclosed,0.0,5.0,,
Data scientist,Lowes Services India Private limited,1-8 Yrs,Bangalore,4.2,Not Disclosed,1.0,8.0,,
Data Scientist,Fractal Analytics,1-7 Yrs,"New Delhi, Pune, Bangalore",4.0,Not Disclosed,1.0,7.0,,
Data Scientist,Caterpillar Inc,3-8 Yrs,Bangalore,4.3,Not Disclosed,3.0,8.0,,
Data Scientist,Moodys Investors Service,1-3 Yrs,Bangalore,4.1,Not Disclosed,1.0,3.0,,
Data Scientist,Philips,3-8 Yrs,Bangalore,3.9,Not Disclosed,3.0,8.0,,
Data Scientist,Yash Technologies,2-5 Yrs,Bangalore,3.8,Not Disclosed,2.0,5.0,,
Data Scientist,Paypal,4-9 Yrs,Bangalore,3.9,Not Disclosed,4.0,9.0,,
Data Scientist,Lendingkart,3-8 Yrs,Bangalore,3.1,Not Disclosed,3.0,8.0,,
Data Scientist,Philips,5-10 Yrs,Bangalore,3.9,Not Disclosed,5.0,10.0,,
Data scientist,Confidential,2-3 Yrs,Bangalore,Not Rated,Not Disclosed,2.0,3.0,,
Data Scientist,Chubb,3-5 Yrs,Bangalore,4.0,Not Disclosed,3.0,5.0,,
Data Scientist,Capco,7-8 Yrs,Bangalore,3.7,Not Disclosed,7.0,8.0,,
Data Scientist,Capgemini,6-9 Yrs,Bangalore,3.7,Not Disclosed,6.0,9.0,,
Data Scientist,Caterpillar Inc,4-8 Yrs,Bangalore,4.3,Not Disclosed,4.0,8.0,,
Data Scientist,Inmobi,5-8 Yrs,Bangalore,3.5,Not Disclosed,5.0,8.0,,
Data Scientist,Sberbank,3-7 Yrs,Bangalore,4.1,Not Disclosed,3.0,7.0,,
Data Scientist,Quation,4-6 Yrs,Bangalore,4.4,Not Disclosed,4.0,6.0,,
Data Scientist,Tavant Technologies,9-14 Yrs,"New Delhi, Bangalore",3.8,Not Disclosed,9.0,14.0,,
Data Scientist,Confidential,6-12 Yrs,"Pune, Bangalore",Not Rated,Not Disclosed,6.0,12.0,,
Data Scientist,Confidential,0-3 Yrs,Remote,Not Rated,Disclosed,0.0,3.0,15.0,19.0
Data Scientist,Werize,2-5 Yrs,Bangalore,3.2,Disclosed,2.0,5.0,20.0,30.0
Data Scientist,Visa,2-6 Yrs,Bangalore,3.5,Not Disclosed,2.0,6.0,,
Data Scientist,Confidential,1-4 Yrs,Bangalore,Not Rated,Not Disclosed,1.0,4.0,,
Data Scientist,Azira,1-4 Yrs,Bangalore,4.8,Not Disclosed,1.0,4.0,,
Data Scientist,Confidential,2-4 Yrs,"New Delhi, Bangalore",Not Rated,Not Disclosed,2.0,4.0,,
Data Scientist,Paypal,8-13 Yrs,Bangalore,3.9,Not Disclosed,8.0,13.0,,
Data Scientist,Pretium Partners,3-8 Yrs,Bangalore,3.0,Not Disclosed,3.0,8.0,,
Data Scientist,Prowess Publishing,6-10 Yrs,"Pune, Bangalore",4.4,Not Disclosed,6.0,10.0,,
Data Scientist,Wipro,5-10 Yrs,Bangalore,3.7,Not Disclosed,5.0,10.0,,
Data Scientist,Infosys,9-11 Yrs,Bangalore,3.6,Not Disclosed,9.0,11.0,,
Data Scientist,Aeries Technology,3-8 Yrs,Bangalore,3.4,Not Disclosed,3.0,8.0,,
Data Scientist,Infosys,9-16 Yrs,Bangalore,3.6,Not Disclosed,9.0,16.0,,
Data Scientist,Confidential,4-8 Yrs,Bangalore,Not Rated,Not Disclosed,4.0,8.0,,
Data Scientist,Confidential,8-9 Yrs,Bangalore,Not Rated,Not Disclosed,8.0,9.0,,
Data Scientist,Tiger Analytics,4-7 Yrs,Bangalore,3.7,Not Disclosed,4.0,7.0,,
Data Scientist,Genpact,6-11 Yrs,"New Delhi, Bangalore",3.8,Not Disclosed,6.0,11.0,,
Data Scientist,Genpact,6-11 Yrs,"New Delhi, Bangalore",3.8,Not Disclosed,6.0,11.0,,
Data Scientist,Confidential,7-12 Yrs,Bangalore,Not Rated,Not Disclosed,7.0,12.0,,
Data Scientist,Krazy Mantra Group Of Companies,6-9 Yrs,"New Delhi, Pune, Bangalore",3.3,Not Disclosed,6.0,9.0,,
Data Scientist,Tiger Analytics,2-6 Yrs,Bangalore,3.7,Disclosed,2.0,6.0,7.0,17.0
Data Scientist,Confidential,6-10 Yrs,Bangalore,Not Rated,Disclosed,6.0,10.0,30.0,45.0
Data scientist,Indium Software,2-5 Yrs,Bangalore,4.1,Not Disclosed,2.0,5.0,,
Data Scientist,Confidential,1-2 Yrs,Bangalore,Not Rated,Not Disclosed,1.0,2.0,,
Data Scientist,Capgemini,4-6 Yrs,Bangalore,3.7,Not Disclosed,4.0,6.0,,
Data Scientist,SOBHA,4-8 Yrs,Bangalore,3.9,Not Disclosed,4.0,8.0,,
Data Scientist,News Corp Australia,2-5 Yrs,Bangalore,3.7,Not Disclosed,2.0,5.0,,
DATA SCIENTIST,Confidential,3-7 Yrs,Bangalore,Not Rated,Not Disclosed,3.0,7.0,,
Data Scientist,Confidential,3-7 Yrs,Bangalore,Not Rated,Not Disclosed,3.0,7.0,,
Data Scientist,Wipro,6-10 Yrs,Bangalore,3.7,Not Disclosed,6.0,10.0,,
Data Scientist,Tech Mahindra,6-11 Yrs,"Pune, Bangalore",3.5,Not Disclosed,6.0,11.0,,
Data Scientist,Globant,5-10 Yrs,"Pune, Bangalore",3.8,Not Disclosed,5.0,10.0,,
Data Scientist,Tiger Analytics,4-6 Yrs,Bangalore,3.7,Not Disclosed,4.0,6.0,,
Data Scientist,Sun Life Global Solutions,5-10 Yrs,"New Delhi, Bangalore",4.1,Not Disclosed,5.0,10.0,,
Data Scientist,Persistent,4-9 Yrs,"Pune, Bangalore",3.5,Not Disclosed,4.0,9.0,,
Data Scientist,Confidential,5-9 Yrs,"New Delhi, Bangalore",Not Rated,Not Disclosed,5.0,9.0,,
Data Scientist,KloudPortal-SaaS Product Development and Marketing Agency,3-10 Yrs,Bangalore,4.8,Not Disclosed,3.0,10.0,,
Data Scientist,Aidetic,4-9 Yrs,Bangalore,4.3,Not Disclosed,4.0,9.0,,
Data Scientist,Aurum Data Solutions,6-11 Yrs,Bangalore,3.2,Not Disclosed,6.0,11.0,,
Data Scientist,Confidential,6-8 Yrs,Bangalore,Not Rated,Not Disclosed,6.0,8.0,,
Data Scientist,Tiger Analytics,3-7 Yrs,Bangalore,3.7,Disclosed,3.0,7.0,7.0,17.0
Data Scientist,Confidential,4-6 Yrs,Bangalore,Not Rated,Disclosed,4.0,6.0,10.0,23.0
Data Scientist,GE Healthcare,8-13 Yrs,Bangalore,4.1,Disclosed,8.0,13.0,18.0,33.0
Data Scientist,"Commonwealth Bank of Australia, India",10-16 Yrs,Bangalore,3.5,Not Disclosed,10.0,16.0,,
Data scientist-Gen AI,Tibil Solutions,3-6 Yrs,Bangalore,3.4,Not Disclosed,3.0,6.0,,
Data Scientist,TransOrg,3-6 Yrs,"New Delhi, Bangalore",3.0,Not Disclosed,3.0,6.0,,
Data Scientist,Idexcel,3-8 Yrs,Bangalore,3.2,Not Disclosed,3.0,8.0,,
Data Scientist,URS Systems,5-10 Yrs,Bangalore,3.4,Not Disclosed,5.0,10.0,,
